Crawl_Date,Scheduled_Time,Actual_Time,Origin,IATA,Airline,Flight_No,Terminal,Arrival_Runway,Status,Actual_Tail,Aircraft_Type,Category
2025-12-24,2026-12-24 17:30,2026-12-24 18:17,Da Nang,DAD,Vietjet Air,VJ512,1,,Landed,VN-A538,A21N,passenger
2026-01-28,2026-01-28 17:00,2026-01-28 17:15,Ho Chi Minh City,SGN,Vietjet Air,VJ146,1,,Landed,VN-A545,A21N,passenger
2026-01-28,2026-01-28 17:05,2026-01-28 16:57,Ho Chi Minh City,SGN,Vietnam Airlines,VN250,1,,Landed,VN-A877,B78X,passenger
2025-12-28,2026-12-28 09:20,2026-12-28 09:12,Da Nang,DAD,Vietnam Airlines,VN158,1,,Landed,VN-A615,A321,passenger
2026-01-28,2026-01-28 15:20,2026-01-28 15:51,Ho Chi Minh City,SGN,Vietravel Airlines,VU778,1,,Landed,9H-MLW,A320,passenger
2026-01-28,2026-01-28 14:40,2026-01-28 15:16,Ho Chi Minh City,SGN,Vietjet Air,VJ138,1,,Landed,VN-A635,A321,passenger
2026-01-28,2026-01-28 14:30,2026-01-28 15:08,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G838,1,,Landed,VN-A280,A321,passenger
2026-01-01,2026-01-01 09:20,2026-01-01 09:16,Da Nang,DAD,Vietnam Airlines,VN158,1,,Landed,VN-A615,A321,passenger
2026-01-29,2026-01-29 21:40,2026-01-29 21:58,Ho Chi Minh City,SGN,Vietnam Airlines,VN262,1,,Landed,VN-A392,A321,passenger
2026-01-02,2026-01-02 09:20,2026-01-02 09:17,Da Nang,DAD,Vietnam Airlines,VN158,1,,Landed,VN-A615,A321,passenger
2026-01-29,2026-01-29 20:30,2026-01-29 20:43,Ho Chi Minh City,SGN,Vietjet Air,VJ158,1,,Landed,VN-A676,A320,passenger
2026-01-29,2026-01-29 20:05,2026-01-29 20:21,Ho Chi Minh City,SGN,Vietnam Airlines,VN218,1,,Landed,VN-A895,A359,passenger
2026-01-03,2026-01-03 17:30,2026-01-03 18:27,Da Nang,DAD,Vietjet Air,VJ512,1,,Landed,VN-A544,A321,passenger
2026-01-29,2026-01-29 18:05,2026-01-29 18:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN216,1,,Landed,VN-A879,B78X,passenger
2026-01-03,2026-01-03 18:15,2026-01-03 18:22,Da Nang,DAD,Vietnam Airlines,VN7154,1,,Landed,VN-A331,A321,passenger
2026-01-29,2026-01-29 17:05,2026-01-29 17:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN250,1,,Landed,VN-A872,B78X,passenger
2026-01-03,2026-01-03 20:15,2026-01-03 20:01,Da Nang,DAD,Vietravel Airlines,VU658,1,,Landed,VN-A136,A320,passenger
2026-01-29,2026-01-30 15:05,2026-01-29 16:52,Ho Chi Minh City,SGN,Vietnam Airlines,VN248,1,,Landed,VN-A893,A359,passenger
2026-01-04,2026-01-04 09:20,2026-01-04 09:15,Da Nang,DAD,Vietnam Airlines,VN158,1,,Landed,VN-A615,A321,passenger
2026-01-29,2026-01-29 11:50,2026-01-29 11:50,Ho Chi Minh City,SGN,Vietnam Airlines,VN7044,1,,Landed,VN-A505,A21N,passenger
2026-01-29,2026-01-29 09:05,2026-01-29 09:14,Ho Chi Minh City,SGN,Vietnam Airlines,VN240,1,,Landed,VN-A899,A359,passenger
2026-01-29,2026-01-29 08:20,2026-01-29 08:19,Ho Chi Minh City,SGN,Vietnam Airlines,VN7042,1,,Landed,VN-A615,A321,passenger
2026-01-30,2026-01-30 20:55,2026-01-30 21:41,Ho Chi Minh City,SGN,Vietjet Air,VJ154,1,,Landed,VN-A676,A320,passenger
2026-01-30,2026-01-30 19:15,2026-01-30 19:16,Ho Chi Minh City,SGN,Vietjet Air,VJ152,1,,Landed,VN-A674,A21N,passenger
2026-01-11,2026-01-11 16:45,2026-01-11 16:50,Da Nang,DAD,Vietjet Air,VJ514,1,,Landed,VN-A663,A320,passenger
2026-01-30,2026-01-30 17:05,2026-01-30 16:53,Ho Chi Minh City,SGN,Vietnam Airlines,VN250,1,,Landed,VN-A872,B78X,passenger
2026-01-12,2026-01-12 16:45,2026-01-12 16:59,Da Nang,DAD,Vietjet Air,VJ514,1,,Landed,VN-A632,A321,passenger
2026-01-30,2026-01-30 15:05,2026-01-30 15:26,Ho Chi Minh City,SGN,Vietnam Airlines,VN248,1,,Landed,VN-A862,B789,passenger
2026-01-12,2026-01-12 19:35,2026-01-12 19:50,Da Nang,DAD,Vietjet Air,VJ516,1,,Landed,VN-A525,A21N,passenger
2026-01-30,2026-01-30 14:30,2026-01-30 14:43,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G838,1,,Landed,VN-A280,A321,passenger
2026-01-30,2026-01-30 13:50,2026-01-30 13:54,Ho Chi Minh City,SGN,Bamboo Airways,QH240,1,,Landed,ER-00005,A320,passenger
2026-01-30,2026-01-30 09:05,2026-01-30 09:12,Ho Chi Minh City,SGN,Vietnam Airlines,VN240,1,,Landed,VN-A870,B789,passenger
2026-01-15,2026-01-15 09:50,2026-01-15 09:36,Da Nang,DAD,Vietravel Airlines,VU638,1,,Landed,VN-A136,A320,passenger
2026-01-31,2026-01-31 21:05,2026-01-31 21:06,Ho Chi Minh City,SGN,Vietnam Airlines,VN258,1,,Landed,VN-A878,B78X,passenger
2026-01-15,2026-01-15 13:35,2026-01-15 13:14,Da Nang,DAD,Vietnam Airlines,VN166,1,,Landed,VN-A609,A321,passenger
2026-01-31,2026-01-31 20:05,2026-01-31 19:49,Ho Chi Minh City,SGN,Vietnam Airlines,VN218,1,,Landed,VN-A877,B78X,passenger
2026-01-15,2026-01-15 13:40,2026-01-15 14:42,Da Nang,DAD,Vietjet Air,VJ508,1,,Landed,VN-A693,A21N,passenger
2026-01-16,2026-01-16 07:05,2026-01-16 06:58,Da Nang,DAD,Vietjet Air,VJ502,1,,Landed,VN-A637,A321,passenger
2026-01-31,2026-01-31 17:05,2026-01-31 16:55,Ho Chi Minh City,SGN,Vietnam Airlines,VN250,1,,Landed,VN-A866,B789,passenger
2026-01-16,2026-01-16 12:40,2026-01-16 12:53,Da Nang,DAD,Vietjet Air,VJ528,1,,Landed,VN-A673,A321,passenger
2026-01-31,2026-01-31 15:55,2026-01-31 16:15,Ho Chi Minh City,SGN,Vietravel Airlines,VU770,1,,Landed,VN-A289,A321,passenger
2026-01-31,2026-01-31 11:10,2026-01-31 11:23,Ho Chi Minh City,SGN,Vietjet Air,VJ132,1,,Landed,VN-A639,A321,passenger
2026-01-16,2026-01-17 17:30,2026-01-16 18:36,Da Nang,DAD,Vietjet Air,VJ512,1,,Landed,VN-A657,A321,passenger
2026-01-31,2026-01-31 09:05,2026-01-31 09:18,Ho Chi Minh City,SGN,Vietnam Airlines,VN240,1,,Landed,VN-A898,A359,passenger
2026-01-16,2026-01-16 19:35,2026-01-16 20:36,Da Nang,DAD,Vietjet Air,VJ516,1,,Landed,VN-A658,A320,passenger
2026-02-01,2026-02-01 23:00,2026-02-01 23:00,Ho Chi Minh City,SGN,Bamboo Airways,QH286,1,,Landed,VN-A585,A321,passenger
2026-01-16,2026-01-16 20:15,2026-01-16 20:14,Da Nang,DAD,Vietravel Airlines,VU658,1,,Landed,VN-A136,A320,passenger
2026-02-01,2026-02-01 16:50,2026-02-01 17:21,Ho Chi Minh City,SGN,Vietjet Air,VJ134,1,,Landed,LY-MLI,A320,passenger
2026-01-17,2026-01-17 09:00,2026-01-17 08:44,Da Nang,DAD,Vietjet Air,VJ504,1,,Landed,VN-A649,A321,passenger
2026-02-01,2026-02-01 15:55,2026-02-01 17:02,Ho Chi Minh City,SGN,Vietravel Airlines,VU770,1,,Landed,VN-A136,A320,passenger
2026-02-01,2026-02-01 16:05,2026-02-01 16:10,Ho Chi Minh City,SGN,Vietnam Airlines,VN214,1,,Landed,VN-A877,B78X,passenger
2026-01-18,2026-01-18 09:25,2026-01-18 09:04,Da Nang,DAD,Vietnam Airlines,VN158,1,,Landed,VN-A623,A21N,passenger
2026-02-01,2026-02-01 12:05,2026-02-01 12:05,Ho Chi Minh City,SGN,Vietnam Airlines,VN210,1,,Landed,VN-A861,B789,passenger
2026-02-02,2026-02-02 23:20,2026-02-02 23:02,Ho Chi Minh City,SGN,Vietravel Airlines,VU794,1,,Landed,VN-A136,A320,passenger
2026-01-18,2026-01-18 09:50,2026-01-18 09:44,Da Nang,DAD,Vietravel Airlines,VU638,1,,Landed,VN-A129,A321,passenger
2026-02-02,2026-02-02 20:35,2026-02-02 21:33,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G868,1,,Landed,VN-A279,A321,passenger
2026-01-18,2026-01-18 16:45,2026-01-18 17:10,Da Nang,DAD,Vietjet Air,VJ514,1,,Landed,VN-A538,A21N,passenger
2026-02-02,2026-02-03 17:30,2026-02-02 21:30,Ho Chi Minh City,SGN,Vietjet Air,VJ194,1,,Landed,VN-A661,A321,passenger
2026-02-02,2026-02-02 20:10,2026-02-02 21:14,Ho Chi Minh City,SGN,Vietjet Air,VJ154,1,,Landed,VN-A639,A321,passenger
2026-02-02,2026-02-02 20:05,2026-02-02 20:33,Ho Chi Minh City,SGN,Vietnam Airlines,VN218,1,,Landed,VN-A877,B78X,passenger
2026-02-02,2026-02-02 19:15,2026-02-02 19:46,Ho Chi Minh City,SGN,Vietjet Air,VJ152,1,,Landed,VN-A544,A321,passenger
2026-02-02,2026-02-02 18:05,2026-02-02 18:13,Ho Chi Minh City,SGN,Vietnam Airlines,VN216,1,,Landed,VN-A879,B78X,passenger
2026-02-02,2026-02-02 15:10,2026-02-02 16:05,Ho Chi Minh City,SGN,Vietjet Air,VJ198,1,,Landed,VN-A534,A21N,passenger
2026-01-19,2026-01-19 13:35,2026-01-19 13:11,Da Nang,DAD,Vietnam Airlines,VN166,1,,Landed,VN-A358,A321,passenger
2026-01-19,2026-01-19 16:05,2026-01-19 15:51,Da Nang,DAD,Vietnam Airlines,VN7164,1,,Landed,VN-A508,A21N,passenger
2026-02-02,2026-02-02 14:05,2026-02-02 14:29,Ho Chi Minh City,SGN,Vietnam Airlines,VN212,1,,Landed,VN-A899,A359,passenger
2026-02-02,2026-02-02 12:10,2026-02-02 12:37,Ho Chi Minh City,SGN,Vietjet Air,VJ128,1,,Landed,VN-A812,A333,passenger
2026-01-19,2026-01-19 20:15,2026-01-19 21:25,Da Nang,DAD,Vietravel Airlines,VU658,1,,Landed,VN-A136,A320,passenger
2026-02-02,2026-02-02 11:05,2026-02-02 11:13,Ho Chi Minh City,SGN,Vietnam Airlines,VN244,1,,Landed,VN-A879,B78X,passenger
2026-01-20,2026-01-20 07:05,2026-01-20 06:58,Da Nang,DAD,Vietjet Air,VJ502,1,,Landed,VN-A667,A321,passenger
2026-02-02,2026-02-02 09:40,2026-02-02 09:11,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G808,1,,Landed,VN-A281,A21N,passenger
2026-01-20,2026-01-20 10:55,2026-01-20 10:43,Da Nang,DAD,Bamboo Airways,QH104,1,,Landed,VN-A597,A321,passenger
2026-02-02,2026-02-02 09:05,2026-02-02 08:59,Ho Chi Minh City,SGN,Vietnam Airlines,VN240,1,,Landed,VN-A896,A359,passenger
2026-02-02,2026-02-02 07:55,2026-02-02 07:40,Ho Chi Minh City,SGN,Bamboo Airways,QH202,1,,Landed,VN-A596,A20N,passenger
2026-01-20,2026-01-20 22:55,2026-01-20 23:14,Da Nang,DAD,Vietjet Air,VJ520,1,,Landed,VN-A641,A321,passenger
2026-01-21,2026-01-21 07:40,2026-01-21 07:25,Da Nang,DAD,Vietjet Air,VJ524,1,,Landed,VN-A676,A320,passenger
2026-02-03,2026-02-03 23:35,2026-02-03 23:46,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G882,1,,Landed,VN-A280,A321,passenger
2026-01-21,2026-01-21 11:45,2026-01-21 11:48,Da Nang,DAD,Vietnam Airlines,VN6080,1,,Landed,VN-A354,A321,passenger
2026-01-21,2026-01-21 19:35,2026-01-21 20:01,Da Nang,DAD,Vietjet Air,VJ516,1,,Landed,VN-A655,A320,passenger
2026-02-03,2026-02-03 23:05,2026-02-03 22:57,Ho Chi Minh City,SGN,Vietnam Airlines,VN260,1,,Landed,VN-A873,B78X,passenger
2026-02-03,2026-02-03 22:05,2026-02-03 22:04,Ho Chi Minh City,SGN,Vietnam Airlines,VN220,1,,Landed,VN-A871,B789,passenger
2026-02-03,2026-02-03 17:35,2026-02-03 18:28,Ho Chi Minh City,SGN,Vietnam Airlines,VN232,1,,Landed,VN-A503,A21N,passenger
2026-02-03,2026-02-03 12:10,2026-02-03 13:11,Ho Chi Minh City,SGN,Vietjet Air,VJ128,1,,Landed,VN-A820,A333,passenger
2026-01-22,2026-01-22 20:15,2026-01-22 20:08,Da Nang,DAD,Vietravel Airlines,VU658,1,,Landed,VN-A136,A320,passenger
2026-02-03,2026-02-03 11:35,2026-02-03 11:33,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G822,1,,Landed,VN-A280,A321,passenger
2026-01-23,2026-01-23 07:40,2026-01-23 07:25,Da Nang,DAD,Vietjet Air,VJ524,1,,Landed,VN-A662,A320,passenger
2026-02-03,2026-02-03 09:40,2026-02-03 09:30,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G808,1,,Landed,VN-A281,A21N,passenger
2026-02-03,2026-02-03 07:55,2026-02-03 07:33,Ho Chi Minh City,SGN,Vietravel Airlines,VU750,1,,Landed,VN-A289,A321,passenger
2026-01-23,2026-01-23 09:20,2026-01-23 09:08,Da Nang,DAD,Vietnam Airlines,VN158,1,,Landed,VN-A609,A321,passenger
2026-02-04,2026-02-04 23:55,2026-02-04 23:58,Ho Chi Minh City,SGN,Vietjet Air,VJ174,1,,Landed,VN-A650,A320,passenger
2026-02-04,2026-02-04 23:20,2026-02-04 23:55,Ho Chi Minh City,SGN,Vietravel Airlines,VU794,1,,Landed,VN-A136,A320,passenger
2026-02-04,2026-02-04 23:20,2026-02-04 23:36,Ho Chi Minh City,SGN,Vietjet Air,VJ164,1,,Landed,VN-A815,A333,passenger
2026-02-04,2026-02-04 23:10,2026-02-04 23:03,Ho Chi Minh City,SGN,Vietnam Airlines,VN7294,1,,Landed,VN-A872,B78X,passenger
2026-02-04,2026-02-04 22:25,2026-02-04 23:01,Ho Chi Minh City,SGN,Vietjet Air,VJ180,1,,Landed,VN-A816,A333,passenger
2026-02-04,2026-02-04 22:35,2026-02-04 22:48,Ho Chi Minh City,SGN,Vietnam Airlines,VN256,1,,Landed,VN-A873,B78X,passenger
2026-01-24,2026-01-24 09:30,2026-01-24 09:16,Da Nang,DAD,Vietnam Airlines,VN158,1,,Landed,VN-A605,A321,passenger
2026-02-04,2026-02-04 22:05,2026-02-04 22:41,Ho Chi Minh City,SGN,Vietnam Airlines,VN220,1,,Landed,VN-A890,A359,passenger
2026-02-04,2026-02-04 21:45,2026-02-04 22:38,Ho Chi Minh City,SGN,Bamboo Airways,QH268,1,,Landed,VN-A596,A20N,passenger
2026-01-24,2026-01-24 22:15,2026-01-24 22:54,Da Nang,DAD,Vietjet Air,VJ518,1,,Landed,VN-A553,A21N,passenger
2026-02-04,2026-02-04 21:15,2026-02-04 22:24,Ho Chi Minh City,SGN,Vietjet Air,VJ160,1,,Landed,VN-A636,A321,passenger
2026-02-04,2026-02-04 21:20,2026-02-04 22:29,Ho Chi Minh City,SGN,Vietjet Air,VJ196,1,,Landed,VN-A820,A333,passenger
2026-01-25,2026-01-25 09:30,2026-01-25 09:09,Da Nang,DAD,Vietnam Airlines,VN158,1,,Landed,VN-A396,A321,passenger
2026-02-04,2026-02-04 20:35,2026-02-04 21:49,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G868,1,,Landed,VN-A279,A321,passenger
2026-01-25,2026-01-25 16:25,2026-01-25 16:31,Da Nang,DAD,Vietnam Airlines,VN7186,1,,Landed,VN-A508,A21N,passenger
2026-02-04,2026-02-04 20:10,2026-02-04 21:42,Ho Chi Minh City,SGN,Vietjet Air,VJ154,1,,Landed,VN-A535,A321,passenger
2026-02-04,2026-02-04 21:05,2026-02-04 21:19,Ho Chi Minh City,SGN,Vietnam Airlines,VN258,1,,Landed,VN-A889,A359,passenger
2026-01-25,2026-01-26 19:35,2026-01-25 21:01,Da Nang,DAD,Vietjet Air,VJ516,1,,Landed,VN-A673,A321,passenger
2026-02-04,2026-02-04 21:10,2026-02-04 21:25,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G872,1,,Landed,VN-A286,A21N,passenger
2026-02-04,2026-02-04 19:15,2026-02-04 21:00,Ho Chi Minh City,SGN,Vietjet Air,VJ152,1,,Landed,VN-A685,A321,passenger
2026-02-04,2026-02-04 20:30,2026-02-04 20:49,Ho Chi Minh City,SGN,Vietjet Air,VJ158,1,,Landed,VN-A538,A21N,passenger
2026-02-04,2026-02-04 20:20,2026-02-04 20:22,Ho Chi Minh City,SGN,Vietnam Airlines,VN7018,1,,Landed,VN-A886,A359,passenger
2026-01-26,2026-01-26 17:30,2026-01-26 17:34,Da Nang,DAD,Vietjet Air,VJ512,1,,Landed,VN-A641,A321,passenger
2026-02-04,2026-02-04 19:45,2026-02-04 20:31,Ho Chi Minh City,SGN,Bamboo Airways,QH262,1,,Landed,PK-BBK,B739,passenger
2026-02-04,2026-02-04 20:05,2026-02-04 20:12,Ho Chi Minh City,SGN,Vietnam Airlines,VN218,1,,Landed,VN-A877,B78X,passenger
2026-01-26,2026-01-26 22:15,2026-01-26 22:15,Da Nang,DAD,Vietjet Air,VJ518,1,,Landed,VN-A668,A320,passenger
2026-02-04,2026-02-04 19:25,2026-02-04 19:49,Ho Chi Minh City,SGN,Vietnam Airlines,VN7290,1,,Landed,VN-A866,B789,passenger
2026-02-04,2026-02-04 19:20,2026-02-04 19:38,Ho Chi Minh City,SGN,Vietravel Airlines,VU780,1,,Landed,VN-A289,A321,passenger
2026-02-04,2026-02-04 19:35,2026-02-04 19:27,Ho Chi Minh City,SGN,Vietnam Airlines,VN7240,1,,Landed,VN-A336,A321,passenger
2026-02-04,2026-02-04 19:05,2026-02-04 19:09,Ho Chi Minh City,SGN,Vietnam Airlines,VN254,1,,Landed,VN-A863,B789,passenger
2026-02-04,2026-02-04 18:45,2026-02-04 18:47,Ho Chi Minh City,SGN,Vietnam Airlines,VN252,1,,Landed,VN-A874,B78X,passenger
2026-01-29,2026-01-29 16:15,2026-01-29 16:41,Da Nang,DAD,Vietnam Airlines,VN7164,1,,Landed,VN-A507,A21N,passenger
2026-01-29,2026-01-29 19:35,2026-01-29 20:17,Da Nang,DAD,Vietjet Air,VJ516,1,,Landed,VN-A534,A21N,passenger
2026-02-04,2026-02-04 18:05,2026-02-04 18:04,Ho Chi Minh City,SGN,Vietnam Airlines,VN216,1,,Landed,VN-A864,B789,passenger
2026-01-29,2026-01-29 20:15,2026-01-29 21:06,Da Nang,DAD,Vietravel Airlines,VU658,1,,Landed,VN-A289,A321,passenger
2026-02-04,2026-02-04 17:45,2026-02-04 17:39,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G854,1,,Landed,VN-A280,A321,passenger
2026-02-04,2026-02-04 17:35,2026-02-04 17:28,Ho Chi Minh City,SGN,Vietnam Airlines,VN232,1,,Landed,VN-A888,A359,passenger
2026-01-30,2026-01-30 13:40,2026-01-30 14:45,Da Nang,DAD,Vietjet Air,VJ508,1,,Landed,VN-A637,A321,passenger
2026-02-04,2026-02-04 17:30,2026-02-04 17:31,Ho Chi Minh City,SGN,Vietjet Air,VJ194,1,,Landed,VN-A648,A321,passenger
2026-02-04,2026-02-04 16:50,2026-02-04 17:25,Ho Chi Minh City,SGN,Vietjet Air,VJ134,1,,Landed,LY-MLI,A320,passenger
2026-01-30,2026-01-30 16:15,2026-01-30 16:10,Da Nang,DAD,Vietnam Airlines,VN7164,1,,Landed,VN-A611,A321,passenger
2026-02-04,2026-02-04 17:05,2026-02-04 17:08,Ho Chi Minh City,SGN,Vietnam Airlines,VN250,1,,Landed,VN-A869,B789,passenger
2026-01-30,2026-01-30 16:25,2026-01-30 16:18,Da Nang,DAD,Vietnam Airlines,VN7186,1,,Landed,VN-A505,A21N,passenger
2026-02-04,2026-02-04 17:00,2026-02-04 16:59,Ho Chi Minh City,SGN,Vietjet Air,VJ146,1,,Landed,VN-A815,A333,passenger
2026-02-04,2026-02-04 16:05,2026-02-04 16:40,Ho Chi Minh City,SGN,Vietnam Airlines,VN214,1,,Landed,VN-A872,B78X,passenger
2026-01-31,2026-01-31 07:40,2026-01-31 07:20,Da Nang,DAD,Vietjet Air,VJ524,1,,Landed,VN-A632,A321,passenger
2026-02-04,2026-02-04 15:55,2026-02-04 16:37,Ho Chi Minh City,SGN,Vietravel Airlines,VU770,1,,Landed,VN-A129,A321,passenger
2026-02-04,2026-02-04 16:15,2026-02-04 16:04,Ho Chi Minh City,SGN,Vietnam Airlines,VN7040,1,,Landed,VN-A325,A321,passenger
2026-01-31,2026-01-31 13:35,2026-01-31 13:33,Da Nang,DAD,Vietnam Airlines,VN166,1,,Landed,VN-A334,A321,passenger
2026-02-04,2026-02-04 15:25,2026-02-04 15:58,Ho Chi Minh City,SGN,Bamboo Airways,QH242,1,,Landed,VN-A227,A321,passenger
2026-02-04,2026-02-04 15:10,2026-02-04 15:50,Ho Chi Minh City,SGN,Vietjet Air,VJ198,1,,Landed,VN-A651,A321,passenger
2026-02-04,2026-02-04 15:20,2026-02-04 15:42,Ho Chi Minh City,SGN,Vietravel Airlines,VU778,1,,Landed,9H-MLW,A320,passenger
2026-02-02,2026-02-02 12:40,2026-02-02 12:47,Da Nang,DAD,Vietjet Air,VJ528,1,,Landed,VN-A649,A321,passenger
2026-02-04,2026-02-04 15:05,2026-02-04 15:32,Ho Chi Minh City,SGN,Vietnam Airlines,VN248,1,,Landed,VN-A867,B789,passenger
2026-02-02,2026-02-03 17:30,2026-02-02 18:56,Da Nang,DAD,Vietjet Air,VJ512,1,,Landed,VN-A670,A321,passenger
2026-02-04,2026-02-05 13:25,2026-02-04 15:29,Ho Chi Minh City,SGN,Vietjet Air,VJ188,1,,Landed,LY-NVE,A320,passenger
2026-02-04,2026-02-04 14:30,2026-02-04 15:08,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G838,1,,Landed,VN-A279,A321,passenger
2026-02-04,2026-02-04 14:40,2026-02-04 15:03,Ho Chi Minh City,SGN,Vietjet Air,VJ138,1,,Landed,VN-A670,A321,passenger
2026-02-04,2026-02-04 14:10,2026-02-04 14:48,Ho Chi Minh City,SGN,Vietjet Air,VJ144,1,,Landed,VN-A816,A333,passenger
2026-02-03,2026-02-03 11:45,2026-02-03 11:32,Da Nang,DAD,Vietnam Airlines,VN6080,1,,Landed,VN-A363,A321,passenger
2026-02-04,2026-02-04 14:05,2026-02-04 13:57,Ho Chi Minh City,SGN,Vietnam Airlines,VN212,1,,Landed,VN-A614,A321,passenger
2026-02-04,2026-02-04 07:05,2026-02-04 06:43,Da Nang,DAD,Vietjet Air,VJ502,1,,Landed,VN-A684,A321,passenger
2026-02-04,2026-02-05 10:40,2026-02-04 13:12,Ho Chi Minh City,SGN,Vietjet Air,VJ136,1,,Landed,VN-A655,A320,passenger
2026-02-04,2026-02-04 07:40,2026-02-04 07:19,Da Nang,DAD,Vietjet Air,VJ524,1,,Landed,VN-A674,A21N,passenger
2026-02-04,2026-02-04 13:05,2026-02-04 13:03,Ho Chi Minh City,SGN,Vietnam Airlines,VN246,1,,Landed,VN-A398,A321,passenger
2026-02-04,2026-02-04 08:10,2026-02-04 07:34,Da Nang,DAD,Vietnam Airlines,VN156,1,,Landed,VN-A392,A321,passenger
2026-02-04,2026-02-04 12:05,2026-02-04 12:32,Ho Chi Minh City,SGN,Vietnam Airlines,VN210,1,,Landed,VN-A899,A359,passenger
2026-02-04,2026-02-04 08:35,2026-02-04 08:32,Da Nang,DAD,Vietjet Air,VJ510,1,,Landed,VN-A635,A321,passenger
2026-02-04,2026-02-04 12:10,2026-02-04 12:28,Ho Chi Minh City,SGN,Vietjet Air,VJ128,1,,Landed,VN-A812,A333,passenger
2026-02-04,2026-02-04 09:00,2026-02-04 09:32,Da Nang,DAD,Vietjet Air,VJ504,1,,Landed,VN-A534,A21N,passenger
2026-02-04,2026-02-04 12:30,2026-02-04 12:17,Ho Chi Minh City,SGN,Bamboo Airways,QH224,1,,Landed,JU-1410,A320,passenger
2026-02-04,2026-02-04 09:20,2026-02-04 08:58,Da Nang,DAD,Vietnam Airlines,VN158,1,,Landed,VN-A609,A321,passenger
2026-02-04,2026-02-04 12:10,2026-02-04 11:57,Ho Chi Minh City,SGN,Vietnam Airlines,VN7014,1,,Landed,VN-A871,B789,passenger
2026-02-04,2026-02-04 11:50,2026-02-04 11:48,Ho Chi Minh City,SGN,Vietnam Airlines,VN7044,1,,Landed,VN-A501,A21N,passenger
2026-02-04,2026-02-04 11:10,2026-02-04 11:36,Ho Chi Minh City,SGN,Vietjet Air,VJ132,1,,Landed,VN-A644,A321,passenger
2026-02-04,2026-02-04 11:35,2026-02-04 11:22,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G822,1,,Landed,VN-A280,A321,passenger
2026-02-04,2026-02-04 11:45,2026-02-04 11:25,Da Nang,DAD,Vietnam Airlines,VN6080,1,,Landed,VN-A363,A321,passenger
2026-02-04,2026-02-04 12:40,2026-02-04 12:36,Da Nang,DAD,Vietjet Air,VJ528,1,,Landed,VN-A635,A321,passenger
2026-02-04,2026-02-04 11:05,2026-02-04 10:54,Ho Chi Minh City,SGN,Vietnam Airlines,VN244,1,,Landed,VN-A864,B789,passenger
2026-02-04,2026-02-04 13:35,2026-02-04 14:27,Da Nang,DAD,Vietnam Airlines,VN166,1,,Landed,VN-A625,A21N,passenger
2026-02-04,2026-02-04 10:05,2026-02-04 10:14,Ho Chi Minh City,SGN,Vietnam Airlines,VN208,1,,Landed,VN-A872,B78X,passenger
2026-02-04,2026-02-04 13:40,2026-02-04 13:54,Da Nang,DAD,Vietjet Air,VJ508,1,,Landed,VN-A674,A21N,passenger
2026-02-04,2026-02-04 09:30,2026-02-04 09:39,Ho Chi Minh City,SGN,Vietjet Air,VJ148,1,,Landed,LY-NVG,A320,passenger
2026-02-04,2026-02-04 09:40,2026-02-04 09:29,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G808,1,,Landed,VN-A281,A21N,passenger
2026-02-04,2026-02-04 09:00,2026-02-04 09:25,Ho Chi Minh City,SGN,Vietjet Air,VJ176,1,,Landed,VN-A672,A320,passenger
2026-02-04,2026-02-04 09:15,2026-02-04 09:09,Ho Chi Minh City,SGN,Vietravel Airlines,VU774,1,,Landed,9H-MLW,A320,passenger
2026-02-04,2026-02-04 09:20,2026-02-04 09:03,Ho Chi Minh City,SGN,Bamboo Airways,QH204,1,,Landed,PK-BBK,B739,passenger
2026-02-04,2026-02-04 16:45,2026-02-04 16:46,Da Nang,DAD,Vietjet Air,VJ514,1,,Landed,VN-A635,A321,passenger
2026-02-04,2026-02-04 09:05,2026-02-04 08:55,Ho Chi Minh City,SGN,Vietnam Airlines,VN240,1,,Landed,VN-A867,B789,passenger
2026-02-04,2026-02-04 17:30,2026-02-04 18:14,Da Nang,DAD,Vietjet Air,VJ512,1,,Landed,VN-A674,A21N,passenger
2026-02-04,2026-02-04 08:40,2026-02-04 08:19,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G806,1,,Landed,VN-A279,A321,passenger
2026-02-04,2026-02-04 08:25,2026-02-04 08:13,Ho Chi Minh City,SGN,Vietnam Airlines,VN7234,1,,Landed,VN-A356,A321,passenger
2026-02-04,2026-02-04 18:25,2026-02-04 18:28,Da Nang,DAD,Vietnam Airlines,VN174,1,,Landed,VN-A610,A321,passenger
