Crawl_Date,Scheduled_Time,Actual_Time,Destination,IATA,Airline,Flight_No,Checkin_Time,Terminal,Checkin_Counter,Gate,Status,Tail_Number,Aircraft_Type,Category,Is_Fixed_Flight,Departure_Runway
2025-12-31,15:15,15:15,Bangkok,BKK,Vietnam Airlines,VN627,12:15,2,21-25,2.0,Departed,VN-A619,A21N,passenger,1,35R
2025-12-31,15:25,15:25,Hanoi,HAN,VietJet Air,VJ514,13:25,1,27-34,6.0,Departed,VN-A632,A321,passenger,0,35R
2025-12-31,15:45,15:45,Seoul,ICN,Korean Air,KE458,12:45,2,45-48,7.0,Departed,HL7710,A333,passenger,1,35R
2025-12-31,15:45,15:45,Kuala Lumpur,KUL,Air Asia,AK641,12:45,2,30-32,5.0,Departed,9M-AHV,A320,passenger,1,35R
2025-12-31,15:50,17:00,Phu Quoc Island,PQC,VietJet Air,VJ1719,15:00,1,27-34,5.0,Departed,VN-A643,A321,passenger,0,35R
2025-12-31,15:50,15:50,Ho Chi Minh City,SGN,Vietnam Airlines,VN133,13:50,1,3-16,5.0,Departed,VN-A395,A321,passenger,0,35R
2025-12-31,16:05,16:05,Busan,PUS,Korean Air,KE8452,12:45,2,49-51,6.0,Departed,HL7584,A333,passenger,1,35R
2025-12-31,16:10,16:10,Hanoi,HAN,VietJet Air,VJ512,14:10,1,27-34,8.0,Departed,VN-A545,A21N,passenger,0,35R
2025-12-31,16:15,16:40,Hanoi,HAN,Vietnam Airlines,VN172,14:40,1,3-16,7.0,Departed,VN-A334,A321,passenger,0,35R
2025-12-31,16:30,16:30,Singapore,SIN,Singapore Airlines,SQ173,13:30,2,4-8,4.0,Departed,9V-MBC,B38M,passenger,1,35R
2025-12-31,16:55,16:55,Hong Kong,HKG,Hong Kong Airlines,HX549,13:55,0,12-16,7.0,Departed,B-LPR,A321,general aviation,1,35R
2025-12-31,17:05,17:05,Bangkok,BKK,VietJet Air,VJ1963,14:05,2,40-41,8.0,Departed,VN-A647,A321,passenger,0,35R
2025-12-31,17:10,17:30,Ho Chi Minh City,SGN,Vietnam Airlines,VN135,15:30,1,3-16,6.0,Departed,VN-A612,A321,passenger,0,35R
2025-12-31,17:10,18:25,Haiphong,HPH,VietJet Air,VJ722,16:25,1,27-34,5.0,Departed,VN-A670,A321,passenger,0,35R
2025-12-31,17:15,18:00,Ho Chi Minh City,SGN,VietJet Air,VJ639,16:00,1,27-34,1.0,Departed,VN-A673,A321,passenger,0,35R
2025-12-31,17:30,17:30,Nha Trang,CXR,Vietnam Airlines,VN1941,15:30,1,3-16,4.0,Departed,VN-A604,A321,passenger,0,35R
2025-12-31,17:30,17:30,Hanoi,HAN,Vietnam Airlines,VN174,15:30,1,3-16,7.0,Departed,VN-A331,A321,passenger,0,35R
2025-12-31,17:45,17:45,Ho Chi Minh City,SGN,Vietnam Airlines,VN7141,15:45,1,3-16,8.0,Departed,VN-A622,A21N,passenger,0,35R
2025-12-31,18:15,18:25,Ho Chi Minh City,SGN,Vietnam Airlines,VN137,16:25,1,3-16,7.0,Departed,VN-A508,A21N,passenger,0,35R
2025-12-31,18:15,18:50,Hanoi,HAN,VietJet Air,VJ516,16:50,1,27-34,6.0,Departed,VN-A663,A320,passenger,0,35R
2025-12-31,18:20,18:20,Hanoi,HAN,Bamboo Airways,QH148,16:20,1,43-45,4.0,Departed,VN-A227,A321,passenger,0,35R
2025-12-31,18:25,18:25,Kaohsiung,KHH,Tigerair Taiwan,IT586,15:25,2,21-24,5.0,Departed,B-50025,A20N,passenger,0,35R
2025-12-31,18:30,18:30,Hong Kong,HKG,Hong Kong Express Airways,UO559,15:30,2,17-20,4.0,Departed,B-LEH,A321,passenger,1,35R
2025-12-31,18:35,19:00,Hanoi,HAN,Vietnam Airlines,VN180,17:00,1,3-16,9.0,Departed,VN-A357,A321,passenger,0,35R
2025-12-31,18:40,18:55,Hanoi,HAN,Vietnam Airlines,VN7196,16:55,1,3-16,8.0,Departed,VN-A601,A321,passenger,0,35R
2025-12-31,18:40,18:40,Ho Chi Minh City,SGN,Bamboo Airways,QH171,16:40,1,43-45,3.0,Departed,VN-A585,A321,passenger,0,35R
2025-12-31,18:45,18:45,Macau,MFM,VietJet Air,VJ8892,15:45,2,52-54,10.0,Departed,VN-A697,A21N,passenger,0,35R
2025-12-31,18:50,19:35,Bangkok,DMK,Thai Air Asia,FD639,15:50,2,33-35,7.0,Departed,HS-BBW,A320,passenger,1,35R
2025-12-31,18:55,18:55,Hanoi,HAN,Vietravel Airlines,VU658,16:55,1,21-24,2.0,Departed,VN-A136,A320,passenger,0,35R
2025-12-31,19:05,19:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN7149,17:15,1,3-16,5.0,Departed,VN-A339,A321,passenger,0,35R
2025-12-31,19:10,19:20,Hanoi,HAN,Vietnam Airlines,VN188,17:20,1,3-16,7.0,Departed,VN-A513,A20N,passenger,0,35R
2025-12-31,19:15,19:40,Ho Chi Minh City,SGN,Vietnam Airlines,VN7143,17:40,1,3-16,6.0,Departed,VN-A615,A321,passenger,0,Unknown
2025-12-31,19:30,19:30,Ho Chi Minh City,SGN,VietJet Air,VJ641,17:30,1,27-34,1.0,Departed,VN-A553,A21N,passenger,0,Unknown
2025-12-31,19:30,19:30,Siem Reap,SAI,Air Cambodia,K6841,16:30,2,9-12,6.0,Departed,ER-00011,A320,passenger,0,35R
2025-12-31,20:00,20:00,Yangon,RGN,Myanmar Airways International,8M455,17:00,2,13-16,5.0,Departed,XY-ALY,A319,passenger,1,35R
2025-12-31,20:10,21:05,Ho Chi Minh City,SGN,VietJet Air,VJ649,19:05,1,27-34,7.0,Departed,VN-A532,A321,passenger,0,35R
2025-12-31,20:25,20:25,Seoul,ICN,Jin Air,LJ82,17:25,2,41-44,4.0,Departed,HL8247,B738,passenger,0,35R
2025-12-31,20:40,21:00,Seoul,ICN,Eastar Jet,ZE598,17:40,2,47-50,7.0,Departed,HL8375,B738,passenger,1,35R
2025-12-31,20:45,20:45,Hong Kong,HKG,Hong Kong Airlines,HX545,17:45,0,4-7,6.0,Departed,B-LPS,A320,general aviation,1,35R
2025-12-31,20:45,22:15,Ho Chi Minh City,SGN,VietJet Air,VJ645,20:15,1,27-34,4.0,Departed,VN-A670,A321,passenger,0,35R
2025-12-31,20:50,22:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN143,20:00,1,3-16,6.0,Departed,VN-A625,A21N,passenger,0,35R
2025-12-31,20:55,21:25,Hanoi,HAN,VietJet Air,VJ518,19:25,1,27-34,2.0,Departed,VN-A642,A321,passenger,0,35R
2025-12-31,21:00,21:00,Hanoi,HAN,Vietnam Airlines,VN6070,19:00,1,18-21,4.0,Departed,VN-A363,A321,passenger,0,Unknown
2025-12-31,21:10,21:10,Hanoi,HAN,Vietnam Airlines,VN7160,19:10,1,3-16,5.0,Departed,VN-A604,A321,passenger,0,35R
2025-12-31,21:15,21:15,Ho Chi Minh City,SGN,Vietravel Airlines,VU685,19:15,1,22-24,8.0,Departed,9H-MLW,A320,passenger,0,35R
2025-12-31,21:40,00:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN7125,22:00,1,3-16,,On Time,VN-A606,A321,passenger,0,
2025-12-31,22:20,22:30,Hanoi,HAN,VietJet Air,VJ520,20:30,1,27-34,6.0,Departed,VN-A689,A320,passenger,0,35R
2025-12-31,22:30,23:15,Ho Chi Minh City,SGN,VietJet Air,VJ647,21:15,1,27-34,4.0,Departed,VN-A535,A321,passenger,0,35R
2025-12-31,22:30,22:30,Manila,MNL,Cebu Pacific,5J5757,19:30,2,32-35,1.0,Departed,RP-C4118,A21N,passenger,1,35R
2025-12-31,22:40,23:30,Hanoi,HAN,VietJet Air,VJ522,21:30,1,27-34,5.0,Departed,VN-A677,A321,passenger,0,
2025-12-31,22:45,22:45,Seoul,ICN,VietJet Air,VJ880,19:45,2,36-38,8.0,Departed,VN-A636,A321,passenger,1,35R
2025-12-31,22:45,22:45,Seoul,ICN,Air Premia,YP622,19:45,2,15-21,4.0,Departed,HL8389,B789,passenger,0,35R
2025-12-31,23:00,23:00,Seoul,ICN,Asiana Airlines,OZ756,20:00,2,8-14,7.0,Departed,HL8259,A333,passenger,1,35R
2025-12-31,23:10,00:00,Hanoi,HAN,Vietnam Airlines,VN7192,22:00,1,3-16,7.0,On Time,VN-A338,A321,passenger,0,
2025-12-31,23:15,00:20,Ho Chi Minh City,SGN,Vietnam Airlines,VN7133,22:20,1,3-16,6.0,On Time,VN-A397,A321,passenger,0,Unknown
2025-12-31,23:15,23:15,Hanoi,HAN,Vietnam Airlines,VN7194,21:15,1,3-16,,Departed,VN-A513,A20N,passenger,0,35R
2025-12-31,23:15,23:40,Ho Chi Minh City,SGN,VietJet Air,VJ643,21:40,1,27-34,6.0,Departed,VN-A637,A321,passenger,0,Unknown
2025-12-31,23:20,23:20,Seoul,ICN,Korean Air,KE460,20:20,2,47-53,6.0,Departed,HL7709,A333,passenger,1,35R
2025-12-31,23:30,23:30,Seoul,ICN,Vietnam Airlines,VN430,20:30,2,"23, 25-27",2.0,Departed,VN-A616,A21N,passenger,1,35R
2025-12-31,23:30,23:30,Bangkok,BKK,Emirates,EK371,20:30,2,1-7,5.0,Departed,A6-EPR,B77W,passenger,1,35R
2025-12-31,23:35,23:35,Seoul,ICN,T'Way Air,TW12,20:35,2,"28-30, 35",10.0,Last Call,HL8095,B738,passenger,1,Unknown
2025-12-31,23:40,23:40,Seoul,ICN,VietJet Air,VJ878,19:45,2,39-40,8.0,Gate Closed,VN-A647,A321,passenger,1,35R
2025-12-31,23:45,00:00,Hanoi,HAN,Vietnam Airlines,VN7162,22:00,1,3-16,,On Time,VN-A325,A321,passenger,0,Unknown
2025-12-31,23:55,23:55,Macau,MFM,Air Macau,NX975,20:55,0,54,1.0,Last Call,B-MBO,A20N,general aviation,1,35R
2026-01-01,00:30,00:45,Tokyo,NRT,Vietnam Airlines,VN318,21:30,2,19-23,3.0,Departed,VN-A889,A359,passenger,0,35R
2026-01-01,00:30,00:45,Macau,MFM,Air Macau,NX977,21:30,0,54,4.0,Departed,B-MCD,A321,general aviation,1,35R
2026-01-01,00:30,00:30,Busan,PUS,VietJet Air,VJ988,21:30,2,36-38,9.0,Departed,VN-A630,A321,passenger,0,35R
2026-01-01,00:40,01:20,Seoul,ICN,Air Seoul,RS512,21:40,2,41-44,5.0,Departed,HL8072,A321,passenger,1,35R
2026-01-01,00:45,01:05,Busan,PUS,Air Busan,BX774,21:45,0,8-11,6.0,Departed,HL8309,A320,general aviation,1,35R
2026-01-01,01:00,01:00,Daegu,TAE,T'Way Air,TW30,22:00,2,"28-30, 35",8.0,Departed,HL8363,B738,passenger,0,35R
2026-01-01,01:05,01:45,Busan,PUS,Jin Air,LJ112,22:05,2,50-53,7.0,Departed,HL7786,B738,passenger,1,35R
2026-01-01,01:05,01:35,Osaka,KIX,Vietnam Airlines,VN336,22:05,2,22-25,2.0,Departed,VN-A335,A321,passenger,1,35R
2026-01-01,01:05,01:50,Cheongju,CJJ,T'Way Air,TW26,21:40,2,"32, 34",10.0,Departed,HL8579,B38M,passenger,1,35R
2026-01-01,01:10,02:00,Busan,PUS,Jin Air,LJ186,22:10,2,45-48,9.0,Departed,HL8246,B738,passenger,1,35R
2026-01-01,01:20,01:55,Seoul,ICN,Eastar Jet,ZE594,22:20,2,15-18,1.0,Departed,HL8507,B738,passenger,1,35R
2026-01-01,01:30,02:10,Seoul,ICN,Jeju Air,7C2218,22:30,2,1-4,4.0,Departed,HL8261,B738,passenger,1,35R
2026-01-01,01:30,02:00,Seoul,ICN,T'Way Air,TW14,21:00,2,"31, 33",8.0,Departed,HL8378,B738,passenger,1,35R
2026-01-01,02:00,02:20,Busan,PUS,Air Busan,BX7325,22:10,0,12-13,6.0,Departed,HL8257,A321,general aviation,1,35R
2026-01-01,02:00,03:00,Cheongju,CJJ,Aero-K Airlines,RF532,23:00,2,5-8,7.0,Departed,HL8743,A320,passenger,1,35R
2026-01-01,03:00,03:00,Busan,PUS,Korean Air,KE2094,00:00,2,36-42,5.0,Departed,HL7587,A333,passenger,1,35R
2026-01-01,05:25,05:25,Ho Chi Minh City,SGN,VietJet Air,VJ623,03:25,1,27-34,5.0,Departed,VN-A548,A21N,passenger,0,35R
2026-01-01,05:45,05:45,Hanoi,HAN,VietJet Air,VJ502,03:45,1,27-34,6.0,Departed,VN-A643,A321,passenger,0,35R
2026-01-01,06:00,06:00,Haiphong,HPH,Vietnam Airlines,VN1670,04:00,1,3-16,4.0,Departed,VN-A619,A21N,passenger,0,35R
2026-01-01,06:00,06:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN101,04:00,1,3-16,8.0,Departed,VN-A399,A321,passenger,0,35R
2026-01-01,06:20,06:20,Hanoi,HAN,VietJet Air,VJ524,04:20,1,27-34,7.0,Departed,VN-A676,A320,passenger,0,35R
2026-01-01,06:25,06:25,Ho Chi Minh City,SGN,VietJet Air,VJ621,04:25,1,27-34,2.0,Departed,VN-A549,A21N,passenger,0,35R
2026-01-01,06:35,06:35,Hanoi,HAN,Vietnam Airlines,VN156,04:35,1,3-16,8.0,Departed,VN-A601,A321,passenger,0,35R
2026-01-01,07:00,07:00,Bangkok,BKK,VietJet Air,VJ1965,04:00,2,17-19,4.0,Departed,VN-A697,A21N,passenger,0,35R
2026-01-01,07:40,07:40,Hanoi,HAN,VietJet Air,VJ504,05:40,1,27-34,4.0,Departed,VN-A642,A321,passenger,0,35R
2026-01-01,07:50,07:50,Ho Chi Minh City,SGN,VietJet Air,VJ629,05:50,1,27-34,2.0,Departed,VN-A661,A321,passenger,0,35R
2026-01-01,07:50,07:50,Hanoi,HAN,Vietnam Airlines,VN7150,05:50,1,3-16,8.0,Departed,VN-A331,A321,passenger,0,35R
2026-01-01,07:55,08:05,Hanoi,HAN,Vietnam Airlines,VN158,06:05,1,3-16,7.0,Departed,VN-A615,A321,passenger,0,Unknown
2026-01-01,08:00,08:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN107,06:00,1,3-16,6.0,Departed,VN-A327,A321,passenger,0,35R
2026-01-01,08:20,08:20,Ho Chi Minh City,SGN,Bamboo Airways,QH151,06:20,1,43-45,4.0,Departed,JU-1410,A320,passenger,0,35R
2026-01-01,08:25,08:25,Phu Quoc Island,PQC,VietJet Air,VJ719,06:25,1,27-34,5.0,Departed,VN-A699,A320,passenger,0,35R
2026-01-01,08:30,08:30,Hanoi,HAN,Vietravel Airlines,VU638,06:30,1,22-25,8.0,Departed,VN-A129,A321,passenger,0,35R
2026-01-01,08:55,09:10,Ho Chi Minh City,SGN,Vietnam Airlines,VN109,07:10,1,3-16,7.0,Departed,VN-A625,A21N,passenger,0,35R
2026-01-01,09:00,09:00,Manila,MNL,Cebu Pacific,5J5759,06:00,2,5-8,5.0,Departed,RP-C4135,A20N,passenger,1,35R
2026-01-01,09:30,09:30,Hanoi,HAN,Bamboo Airways,QH104,07:30,1,43-45,3.0,Departed,VN-A597,A321,passenger,0,35R
2026-01-01,09:40,09:40,Da Lat,DLI,Vietnam Airlines,VN1955,07:40,1,3-16,6.0,Departed,VN-A619,A21N,passenger,0,35R
2026-01-01,09:40,09:40,Bangkok,DMK,Thai Air Asia,FD635,06:40,2,45-47,4.0,Departed,HS-EAB,A21N,passenger,1,35R
2026-01-01,09:45,10:25,Hanoi,HAN,Vietnam Airlines,VN164,08:25,1,3-16,7.0,Departed,VN-A353,A321,passenger,0,35R
2026-01-01,09:50,09:50,Kuala Lumpur,KUL,VietJet Air,VJ827,06:50,2,49-51,8.0,Departed,VN-A636,A321,passenger,0,35R
2026-01-01,10:00,10:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN113,08:00,1,3-16,5.0,Departed,VN-A390,A321,passenger,0,35R
2026-01-01,10:05,10:05,Hong Kong,HKG,Hong Kong Express Airways,UO553,07:05,2,12-15,5.0,Departed,B-HTI,A321,passenger,1,35R
2026-01-01,10:15,10:15,Hanoi,HAN,Vietnam Airlines,VN6080,08:25,1,18-20,8.0,Departed,VN-A363,A321,passenger,1,Unknown
2026-01-01,10:20,10:20,Haiphong,HPH,VietJet Air,VJ720,08:20,1,27-34,1.0,Departed,VN-A548,A21N,passenger,0,35R
2026-01-01,10:20,10:40,Taipei,TPE,China Airlines,CI788,07:20,2,30-34,6.0,Departed,B-18105,A21N,passenger,1,35R
2026-01-01,11:00,11:00,Phu Quoc Island,PQC,VietJet Air,VJ717,09:00,1,27-34,2.0,Departed,VN-A647,A321,passenger,0,35R
2026-01-01,11:05,11:05,Ho Chi Minh City,SGN,Vietravel Airlines,VU673,09:05,1,22-25,4.0,Departed,VN-A136,A320,passenger,0,35R
2026-01-01,11:15,11:30,Ho Chi Minh City,SGN,VietJet Air,VJ627,09:30,1,27-34,5.0,Departed,VN-A544,A321,passenger,0,35R
2026-01-01,11:20,12:00,Kuala Lumpur,KUL,Air Asia,AK643,08:20,2,42-44,8.0,Departed,9M-RAR,A20N,passenger,1,35R
2026-01-01,11:25,11:25,Kuala Lumpur,KUL,Malaysia Airlines,MH747,08:25,2,17-20,4.0,Departed,9M-MXN,B738,passenger,1,35R
2026-01-01,11:40,12:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN119,10:00,1,3-16,6.0,Departed,VN-A622,A21N,passenger,0,35R
2026-01-01,11:45,11:45,Hanoi,HAN,Vietnam Airlines,VN7152,09:45,1,3-16,7.0,Departed,VN-A512,A21N,passenger,0,35R
2026-01-01,11:50,11:50,Singapore,SIN,Singapore Airlines,SQ171,08:50,2,21-24,7.0,Departed,9V-MBL,B38M,passenger,0,35R
2026-01-01,11:55,11:55,Seoul,ICN,T'Way Air,TW8,08:55,2,38-41,5.0,Departed,HL8513,B38M,passenger,1,35R
2026-01-01,12:05,12:30,Singapore,SIN,VietJet Air,VJ973,09:05,2,35-37,9.0,Departed,VN-A661,A321,passenger,0,35R
2026-01-01,12:05,12:05,Ho Chi Minh City,SGN,VietJet Air,VJ633,10:05,1,27-34,2.0,Departed,VN-A697,A21N,passenger,0,35R
2026-01-01,12:10,12:25,Hanoi,HAN,Vietnam Airlines,VN166,10:25,1,3-16,8.0,Departed,VN-A604,A321,passenger,0,35R
2026-01-01,12:20,12:30,Hanoi,HAN,VietJet Air,VJ508,10:30,1,27-34,4.0,Departed,VN-A635,A321,passenger,0,35R
2026-01-01,12:20,13:30,Kuala Lumpur,KUL,Air Asia,AK649,09:20,2,45-47,1.0,Departed,9M-AHV,A320,passenger,1,35R
2026-01-01,12:25,12:25,Hong Kong,HKG,Hong Kong Express Airways,UO563,09:25,2,12-15,4.0,Departed,B-LEH,A321,passenger,0,35R
2026-01-01,12:30,12:30,Macau,MFM,Bamboo Airways,QH9588,09:30,2,1-3,2.0,Departed,VN-A585,A321,passenger,0,35R
2026-01-01,12:30,12:30,Macau,MFM,VietJet Air,VJ8890,09:30,2,29-31,10.0,Departed,VN-A630,A321,passenger,0,35R
2026-01-01,12:40,12:40,Bangkok,DMK,Thai Air Asia,FD637,09:40,2,32-34,7.0,Departed,HS-BBO,A320,passenger,1,35R
2026-01-01,12:50,12:50,Ho Chi Minh City,SGN,Vietnam Airlines,VN123,10:50,1,3-16,5.0,Departed,VN-A336,A321,passenger,0,35R
2026-01-01,13:00,13:30,Ho Chi Minh City,SGN,Vietnam Airlines,VN127,11:30,1,3-16,9.0,Departed,VN-A625,A21N,passenger,0,35R
2026-01-01,13:00,13:00,Taipei,TPE,Eva Air,BR384,10:00,2,4-11,6.0,Departed,B-16335,A333,passenger,1,35R
2026-01-01,13:15,13:15,Bangkok,BKK,Thai Vietjet,VZ961,10:15,2,52-54,5.0,Departed,HS-VKC,A320,passenger,0,35R
2026-01-01,13:20,13:20,Buon Ma Thuot,BMV,Vietnam Airlines,VN1911,11:20,1,3-16,7.0,Departed,VN-A619,A21N,passenger,0,35R
2026-01-01,13:30,13:30,Can Tho,VCA,VietJet Air,VJ703,11:30,1,27-34,6.0,Departed,VN-A699,A320,passenger,0,35R
2026-01-01,13:30,13:55,Seoul,ICN,Jin Air,LJ84,10:30,2,54,4.0,Departed,HL7562,B738,passenger,0,35R
2026-01-01,13:45,13:45,Hanoi,HAN,Vietnam Airlines,VN168,11:45,1,3-16,8.0,Departed,VN-A338,A321,passenger,0,35R
2026-01-01,13:45,14:00,Hanoi,HAN,Vietnam Airlines,VN170,12:00,1,3-16,4.0,Departed,VN-A503,A21N,passenger,0,35R
2026-01-01,13:45,14:00,Ho Chi Minh City,SGN,Bamboo Airways,QH161,12:00,1,43-45,5.0,Departed,ER-00005,A320,passenger,1,35R
2026-01-01,13:50,14:20,Ho Chi Minh City,SGN,VietJet Air,VJ635,12:20,1,27-34,7.0,Departed,VN-A634,A321,passenger,0,35R
2026-01-01,13:50,13:50,Hong Kong,HKG,Hong Kong Express Airways,UO507,10:50,2,41-44,3.0,Departed,B-LCH,A320,passenger,1,35R
2026-01-01,13:55,14:10,Ho Chi Minh City,SGN,Vietnam Airlines,VN7135,12:10,1,3-16,3.0,Departed,VN-A335,A321,passenger,0,35R
2026-01-01,14:15,14:30,Ho Chi Minh City,SGN,Vietnam Airlines,VN129,12:30,1,3-16,9.0,Departed,VN-A889,A359,passenger,0,35R
2026-01-01,14:15,14:50,Ho Chi Minh City,SGN,Vietnam Airlines,VN6037,12:50,1,17-20,8.0,Departed,VN-A354,A321,passenger,0,Unknown
2026-01-01,14:25,14:45,Seoul,ICN,Jeju Air,7C2212,11:25,2,37-40,5.0,Departed,HL8331,B738,passenger,1,35R
2026-01-01,14:30,14:30,Manila,MNL,Philippine Airlines,PR586,11:30,2,17-21,1.0,Departed,RP-C9930,A21N,passenger,0,35R
2026-01-01,14:40,14:40,Taipei,TPE,Eva Air,BR1384,11:40,2,12-16,7.0,Departed,B-16212,A321,passenger,1,35R
2026-01-01,15:00,15:00,Singapore,SIN,VietJet Air,VJ889,12:00,2,30-32,8.0,Departed,VN-A687,A321,passenger,0,35R
2026-01-01,15:00,16:35,Ho Chi Minh City,SGN,VietJet Air,VJ631,14:35,1,27-34,1.0,Departed,VN-A544,A321,passenger,0,35R
2026-01-01,15:10,15:10,Seoul,ICN,VietJet Air,VJ874,12:10,2,9-11,10.0,Departed,VN-A548,A21N,passenger,0,35R
2026-01-01,15:15,15:15,Bangkok,BKK,Vietnam Airlines,VN627,12:15,2,22-25,2.0,Departed,VN-A326,A321,passenger,1,35R
2026-01-01,15:20,15:20,Hanoi,HAN,Vietnam Airlines,VN172,15:05,1,3-16,9.0,Departed,VN-A616,A21N,passenger,0,35R
2026-01-01,15:25,15:25,Hanoi,HAN,VietJet Air,VJ514,13:25,1,27-34,7.0,Departed,VN-A643,A321,passenger,0,35R
2026-01-01,15:35,15:35,Nha Trang,CXR,VietJet Air,VJ581,13:35,1,27-34,4.0,Departed,VN-A651,A321,passenger,0,35R
2026-01-01,15:45,15:45,Seoul,ICN,Korean Air,KE458,12:45,2,46-53,6.0,Departed,HL8026,A333,passenger,1,35R
2026-01-01,15:45,16:00,Kuala Lumpur,KUL,Air Asia,AK641,12:45,2,34-36,4.0,Departed,9M-RAQ,A20N,passenger,1,35R
2026-01-01,15:50,16:15,Phu Quoc Island,PQC,VietJet Air,VJ1719,14:15,1,27-34,5.0,Departed,VN-A697,A21N,passenger,0,35R
2026-01-01,15:50,16:00,Hanoi,HAN,Vietnam Airlines,VN7164,14:00,1,3-16,8.0,Departed,VN-A512,A21N,passenger,0,35R
2026-01-01,16:10,16:10,Hanoi,HAN,VietJet Air,VJ512,14:10,1,27-34,6.0,Departed,VN-A685,A321,passenger,0,35R
2026-01-01,16:25,16:25,Siem Reap,SAI,Air Cambodia,K6841,13:25,2,41-44,5.0,Departed,ER-00011,A320,passenger,0,35R
2026-01-01,16:30,16:30,Singapore,SIN,Singapore Airlines,SQ173,13:30,2,4-8,7.0,Departed,9V-MBO,B38M,passenger,1,35R
2026-01-01,16:55,16:55,Hong Kong,HKG,Hong Kong Airlines,HX549,13:55,0,16-20,6.0,Departed,B-LPR,A321,general aviation,1,35R
2026-01-01,17:00,17:00,Da Lat,DLI,VietJet Air,VJ729,15:00,1,27-34,2.0,Departed,VN-A647,A321,passenger,0,35R
2026-01-01,17:00,17:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN133,15:00,1,3-16,4.0,Departed,VN-A325,A321,passenger,0,35R
2026-01-01,17:05,17:20,Hanoi,HAN,Vietnam Airlines,VN174,15:20,1,3-16,7.0,Departed,VN-A331,A321,passenger,0,35R
2026-01-01,17:05,17:05,Bangkok,BKK,VietJet Air,VJ1963,14:05,2,38-40,4.0,Departed,VN-A636,A321,passenger,0,35R
2026-01-01,17:10,17:10,Ho Chi Minh City,SGN,Vietnam Airlines,VN135,15:10,1,3-16,9.0,Departed,VN-A392,A321,passenger,0,35R
2026-01-01,17:15,17:25,Ho Chi Minh City,SGN,VietJet Air,VJ639,15:25,1,27-34,5.0,Departed,VN-A632,A321,passenger,0,35R
2026-01-01,17:30,17:30,Nha Trang,CXR,Vietnam Airlines,VN1941,15:30,1,3-16,8.0,Departed,VN-A619,A21N,passenger,0,35R
2026-01-01,17:35,17:35,Haiphong,HPH,VietJet Air,VJ722,15:35,1,27-34,6.0,Departed,VN-A699,A320,passenger,0,35R
2026-01-01,17:35,17:35,Singapore,SIN,Scoot,TR315,14:35,2,30-33,5.0,Departed,9V-NCM,A21N,passenger,0,35R
2026-01-01,17:50,18:15,Hanoi,HAN,Vietnam Airlines,VN7168,16:15,1,3-16,,Departed,VN-A503,A21N,passenger,0,35R
2026-01-01,18:10,18:20,Hanoi,HAN,Vietnam Airlines,VN180,16:20,1,3-16,4.0,Departed,VN-A514,A20N,passenger,0,35R
2026-01-01,18:15,18:30,Ho Chi Minh City,SGN,Vietnam Airlines,VN137,16:30,1,3-16,6.0,Departed,VN-A623,A21N,passenger,0,35R
2026-01-01,18:15,18:25,Hanoi,HAN,VietJet Air,VJ516,16:25,1,27-34,8.0,Departed,VN-A656,A320,passenger,0,35R
2026-01-01,18:20,18:20,Hanoi,HAN,Bamboo Airways,QH148,16:20,1,43-45,5.0,Departed,VN-A227,A321,passenger,0,35R
2026-01-01,18:25,18:25,Kaohsiung,KHH,Tigerair Taiwan,IT586,15:25,2,23-25,6.0,Departed,B-50025,A20N,passenger,0,35R
2026-01-01,18:25,18:25,Taipei,TPE,Starlux Airlines,JX704,15:25,0,4-8,7.0,Departed,B-58212,A21N,general aviation,0,35R
2026-01-01,18:30,19:40,Hong Kong,HKG,Hong Kong Express Airways,UO559,15:30,2,12-15,4.0,Departed,B-LEJ,A321,passenger,1,35R
2026-01-01,18:40,18:40,Ho Chi Minh City,SGN,Bamboo Airways,QH171,16:40,1,43-45,3.0,Departed,VN-A585,A321,passenger,0,35R
2026-01-01,18:45,18:45,Macau,MFM,VietJet Air,VJ8892,15:45,2,49-51,3.0,Departed,VN-A630,A321,passenger,0,35R
2026-01-01,18:50,19:05,Bangkok,DMK,Thai Air Asia,FD639,15:50,2,45-47,5.0,Departed,HS-BBV,A320,passenger,1,35R
2026-01-01,18:55,19:15,Hanoi,HAN,Vietravel Airlines,VU658,17:15,1,21-24,7.0,Departed,VN-A129,A321,passenger,0,35R
2026-01-01,19:10,19:25,Hanoi,HAN,Vietnam Airlines,VN188,17:25,1,3-16,5.0,Departed,VN-A513,A20N,passenger,0,35R
2026-01-01,19:10,19:25,Ho Chi Minh City,SGN,Vietnam Airlines,VN7143,17:25,1,3-16,4.0,Departed,VN-A323,A321,passenger,0,35R
2026-01-01,20:00,21:15,Taipei,TPE,Tigerair Taiwan,IT552,17:00,2,19-22,7.0,Departed,B-50016,A320,passenger,1,35R
