Crawl_Date,Scheduled_Time,Actual_Time,Destination,IATA,Airline,Flight_No,Terminal,Departure_Runway,Status,Scheduled_Tail,Aircraft_Type,Is_Fixed_Flight,Category
2025-12-20,07:20,07:55,Da Nang,DAD,VietJet Air,VJ622,1,25L,Departed,VN-A651,A321,1,passenger
2025-12-20,06:30,07:52,Buon Ma Thuot,BMV,VietJet Air,VJ356,1,25L,Departed,VN-A684,A321,0,passenger
2025-12-20,07:35,07:42,Tuy Hoa,TBB,Vietnam Airlines,VN1660,3,25L,Departed,VN-A505,A21N,0,passenger
2025-12-20,07:25,07:38,Hanoi,HAN,Vietnam Airlines,VN226,3,25L,Departed,VN-A323,A321,1,passenger
2025-12-20,07:05,07:35,Chu Lai,VCL,VietJet Air,VJ370,1,25L,Departed,VN-A656,A320,0,passenger
2025-12-20,07:10,07:31,Hanoi,HAN,Bamboo Airways,QH204,3,25L,Departed,ER-00005,A320,0,passenger
2025-12-20,07:01,07:29,Hanoi,HAN,Vietnam Airlines,VN240,3,25L,Departed,VN-A601,A321,0,passenger
2025-12-20,07:15,07:27,Hong Kong,HKG,Cathay Pacific,CX772,0,25L,Departed,B-HPK,A21N,1,general aviation
2025-12-20,09:14,07:24,Hanoi,HAN,Vietravel Airlines,VU774,3,25L,Departed,VN-A136,A320,0,passenger
2025-12-20,07:05,07:21,Dong Hoi,VDH,Vietnam Airlines,VN1404,3,25L,Departed,VN-A501,A21N,1,passenger
2025-12-20,07:54,07:19,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1951,3,25L,Departed,VN-A282,A21N,0,passenger
2025-12-20,07:01,07:18,Da Lat,DLI,Vietnam Airlines,VN6170,3,25L,Departed,VN-A359,A321,0,passenger
2025-12-20,07:01,07:16,Nha Trang,CXR,Vietnam Airlines,VN1340,3,25L,Departed,VN-A616,A21N,0,passenger
2025-12-20,05:50,07:14,Qui Nhon,UIH,VietJet Air,VJ380,1,25L,Departed,VN-A669,A320,0,passenger
2025-12-20,06:30,07:11,Con Dao,VCS,Vietnam Airlines,VN1897,3,25L,Departed,VN-B221,AT75,0,passenger
2025-12-20,06:45,07:08,Thanh Hoa,THD,Vietnam Airlines,VN1272,3,25L,Departed,VN-A515,A20N,1,passenger
2025-12-20,06:15,07:07,Haiphong,HPH,VietJet Air,VJ270,1,25L,Departed,VN-A535,A321,0,passenger
2025-12-20,05:40,07:04,Hanoi,HAN,VietJet Air,VJ124,1,25L,Departed,VN-A817,A333,0,passenger
2025-12-20,06:40,07:02,Vinh,VII,Vietnam Airlines,VN6420,3,25L,Departed,VN-A354,A321,0,passenger
2025-12-20,05:45,07:00,Hanoi,HAN,Bamboo Airways,QH202,3,25L,Departed,PK-BBK,B739,0,passenger
2025-12-20,06:30,06:57,Da Nang,DAD,VietJet Air,VJ620,1,25L,Departed,VN-A552,A21N,1,passenger
2025-12-20,05:30,06:55,Hue,HUI,VietJet Air,VJ302,1,25L,Departed,VN-A666,A320,1,passenger
2025-12-20,08:44,06:52,Hanoi,HAN,Sun PhuQuoc Airways,9G806,3,25L,Departed,VN-A280,A321,0,passenger
2025-12-20,05:40,06:50,Thanh Hoa,THD,VietJet Air,VJ242,1,25L,Departed,VN-A677,A321,0,passenger
2025-12-20,00:50,06:47,Busan,PUS,Vietnam Airlines,VN422,2,25L,Departed,VN-A893,A359,0,passenger
2025-12-20,06:15,06:44,Hanoi,HAN,VietJet Air,VJ126,1,25L,Departed,VN-A642,A321,1,passenger
2025-12-20,06:15,06:41,Da Nang,DAD,Bamboo Airways,QH150,3,25L,Departed,JU-1410,A320,1,passenger
2025-12-20,06:20,06:39,Nanjing,NKG,China Eastern Airlines,MU2840,2,25L,Departed,B-32GS,A20N,1,passenger
2025-12-20,06:15,06:30,Da Lat,DLI,Vietnam Airlines,VN1380,3,25L,Departed,VN-A612,A321,0,passenger
2025-12-20,06:15,06:28,Vinh,VII,VietJet Air,VJ212,1,25L,Departed,VN-A687,A321,0,passenger
2025-12-20,06:20,06:26,Con Dao,VCS,Vietnam Airlines,VN1853,3,25L,Departed,VN-B225,AT75,0,passenger
2025-12-20,06:05,06:22,Da Nang,DAD,Vietnam Airlines,VN106,3,25L,Departed,VN-A605,A321,1,passenger
2025-12-20,06:05,06:20,Qui Nhon,UIH,Vietnam Airlines,VN1392,3,25L,Departed,VN-A325,A321,0,passenger
2025-12-20,06:00,06:18,Quang Ninh,VDO,Vietnam Airlines,VN1286,3,25L,Departed,VN-A390,A321,0,passenger
2025-12-20,06:00,06:15,Hanoi,HAN,Vietnam Airlines,VN206,3,25L,Departed,VN-A329,A321,1,passenger
2025-12-20,06:00,06:12,Hong Kong,HKG,United Airlines,UA153,2,25L,Departed,N27958,B789,0,passenger
2025-12-20,05:50,06:10,Phu Quoc,PQC,VietJet Air,VJ321,1,25L,Departed,VN-A676,A320,0,passenger
2025-12-20,,06:07,Phuket,HKT,,AK8558,0,25L,Departed,9M-TLA,A321,0,cargo
2025-12-20,05:45,06:05,Hanoi,HAN,Vietravel Airlines,VU750,3,25L,Departed,VN-A289,A321,0,passenger
2025-12-20,05:55,06:04,Hue,HUI,Vietnam Airlines,VN1366,3,25L,Departed,VN-A324,A321,0,passenger
2025-12-20,05:20,06:00,Hanoi,HAN,VietJet Air,VJ122,1,25R,Departed,VN-A647,A321,0,passenger
2025-12-20,05:45,05:58,Rach Gia,VKG,Vietnam Airlines,VN8003,3,25R,Departed,VN-B218,AT75,0,passenger
2025-12-20,05:40,05:56,Phu Quoc,PQC,Vietnam Airlines,VN1821,3,25R,Departed,VN-A356,A321,0,passenger
2025-12-20,05:40,05:54,Con Dao,VCS,Vietnam Airlines,VN8073,3,25R,Departed,VN-B219,AT75,0,passenger
2025-12-20,05:30,05:53,Hanoi,HAN,VietJet Air,VJ120,1,25R,Departed,VN-A699,A320,0,passenger
2025-12-20,04:00,05:44,Kolkata,CCU,IndiGo,6E1642,2,25R,Departed,VT-IMH,A21N,0,passenger
2025-12-20,05:30,05:34,Dong Hoi,VDH,VietJet Air,VJ260,1,25R,Departed,VN-A632,A321,1,passenger
2025-12-20,04:55,05:15,Hanoi,HAN,Vietnam Airlines,VN6002,3,25R,Departed,VN-A363,A321,0,passenger
2025-12-20,05:00,05:10,Beijing,PEK,Air China,CA904,2,25R,Departed,B-1225,B38M,0,passenger
2025-12-20,02:40,03:55,Seoul,ICN,VietJet Air,VJ862,2,25R,Departed,VN-A546,A21N,1,passenger
2025-12-20,02:40,03:49,Wuhan,WUH,China Southern Airlines,CZ8318,2,25R,Departed,B-5739,B738,0,passenger
2025-12-20,,03:41,Hanoi,HAN,DHL Air,3S621,0,25R,Departed,D-AALW,B77L,0,cargo
2025-12-20,02:00,03:23,Hangzhou,HGH,China Eastern Airlines,MU870,2,25R,Departed,B-327E,A20N,0,passenger
2025-12-20,00:20,03:08,Tokyo,NRT,Vietnam Airlines,VN306,2,25R,Departed,VN-A865,B789,0,passenger
2025-12-20,02:50,03:02,Shenzhen,SZX,Shenzhen Airlines,ZH118,2,25R,Departed,B-1376,B738,1,passenger
2025-12-20,02:25,02:57,Guangzhou,CAN,China Southern Airlines,CZ6090,2,25R,Departed,B-1126,B38M,0,passenger
2025-12-20,02:05,02:46,Shanghai,PVG,China Southern Airlines,CZ6096,2,25R,Departed,B-32L3,A21N,0,passenger
2025-12-20,02:10,02:30,Shanghai,PVG,China Eastern Airlines,MU282,2,25R,Departed,B-1910,B738,0,passenger
2025-12-20,01:55,02:26,Taipei,TPE,EVA Air,BR382,2,25R,Departed,B-16336,A333,1,passenger
2025-12-20,02:25,02:21,Shenzhen,SZX,China Southern Airlines,CZ8474,2,25R,Departed,B-30EZ,A20N,1,passenger
2025-12-20,00:35,02:19,Manila,MNL,Cebu Pacific,5J752,2,25R,Departed,RP-C4146,A21N,1,passenger
2025-12-20,01:15,02:17,Nagoya,NGO,VietJet Air,VJ856,2,25R,Departed,VN-A539,A21N,0,passenger
2025-12-20,01:55,02:11,Cebu,CEB,Philippine Airlines,PR588,2,25R,Departed,RP-C9938,A21N,1,passenger
2025-12-20,01:20,02:07,Osaka,KIX,VietJet Air,VJ828,2,25R,Departed,VN-A516,A21N,0,passenger
2025-12-20,00:05,01:43,Busan,PUS,VietJet Air,VJ868,2,25R,Departed,VN-A698,A321,1,passenger
2025-12-20,23:55,01:39,Dubai,DXB,Emirates,EK393,2,25R,Departed,A6-ENA,B77W,1,passenger
2025-12-20,00:55,01:35,Perth,PER,VietJet Air,VJ91,2,25R,Departed,VN-A607,A21N,0,passenger
2025-12-20,01:00,01:31,Taipei,TPE,VietJet Air,VJ840,2,25R,Departed,VN-A630,A321,0,passenger
2025-12-20,23:00,01:23,Da Nang,DAD,VietJet Air,VJ636,1,25R,Departed,VN-A685,A321,0,passenger
2025-12-20,22:45,01:18,Hanoi,HAN,VietJet Air,VJ178,1,25R,Departed,VN-A655,A320,1,passenger
2025-12-20,00:20,01:09,London,LHR,Vietnam Airlines,VN51,2,25L,Departed,VN-A861,B789,0,passenger
2025-12-20,00:20,00:58,Nagoya,NGO,Vietnam Airlines,VN342,2,25L,Departed,VN-A606,A321,0,passenger
2025-12-20,00:10,00:55,Seoul,ICN,Asiana Airlines,OZ736,2,25L,Departed,HL8582,A21N,0,passenger
2025-12-20,23:20,00:54,Hanoi,HAN,VietJet Air,VJ182,1,25L,Departed,VN-A537,A21N,0,passenger
2025-12-20,23:50,00:49,Seoul,ICN,Korean Air,KE476,2,25L,Departed,HL7783,B77W,0,passenger
2025-12-20,00:05,00:45,Osaka,KIX,Vietnam Airlines,VN320,2,25L,Departed,VN-A872,B78X,1,passenger
2025-12-20,23:50,00:39,Seoul,ICN,Vietnam Airlines,VN408,2,25L,Departed,VN-A878,B78X,0,passenger
2025-12-20,23:55,00:36,Tokyo,NRT,VietJet Air,VJ822,2,25L,Departed,VN-A653,A21N,1,passenger
2025-12-20,00:25,00:30,Shanghai,PVG,Juneyao Air,HO1328,2,25L,Departed,B-6921,A320,0,passenger
2025-12-20,23:45,00:26,Tokyo,HND,Japan Airlines,JL70,2,25L,Departed,JA821J,B788,0,passenger
2025-12-20,23:05,00:19,Manila,MNL,VietJet Air,VJ858,2,25L,Departed,VN-A629,A321,1,passenger
2025-12-20,23:50,00:16,Frankfurt,FRA,Vietnam Airlines,VN31,2,25L,Departed,VN-A862,B789,0,passenger
2025-12-20,23:05,00:08,Tokyo,HND,All Nippon Airways,NH892,2,25L,Departed,JA902A,B78X,1,passenger
2025-12-21,22:45,23:58,Hanoi,HAN,VietJet Air,VJ178,1,25L,Departed,VN-A640,A321,1,passenger
2025-12-21,22:40,23:55,Da Nang,DAD,VietJet Air,VJ644,1,25L,Departed,VN-A643,A321,0,passenger
2025-12-21,23:00,23:52,Da Nang,DAD,VietJet Air,VJ636,1,25L,Departed,VN-A642,A321,0,passenger
2025-12-21,,23:49,Kuala Lumpur,KUL,Raya Airways,TH237,0,25L,Departed,9M-RXD,B762,0,cargo
2025-12-21,23:25,23:46,Hanoi,HAN,Bamboo Airways,QH282,3,25L,Departed,VN-A227,A321,0,passenger
2025-12-21,22:40,23:43,Sydney,SYD,Jetstar,JQ62,2,25L,Departed,VH-VKH,B788,0,passenger
2025-12-21,23:00,23:40,Hanoi,HAN,Vietnam Airlines,VN270,3,25L,Departed,VN-A395,A321,1,passenger
2025-12-21,23:20,23:38,Chongqing,CKG,Air China,CA408,2,25L,Departed,B-5682,B738,0,passenger
2025-12-21,23:05,23:35,Tokyo,HND,All Nippon Airways,NH892,2,25L,Departed,JA900A,B78X,1,passenger
2025-12-21,21:25,23:23,Da Nang,DAD,VietJet Air,VJ640,1,25L,Departed,VN-A650,A320,0,passenger
2025-12-21,22:55,23:18,Hanoi,HAN,Vietnam Airlines,VN7268,3,25L,Departed,VN-A612,A321,0,passenger
2025-12-21,,23:06,,,,AK8141,,25L,Departed,9M-TLA,A321,0,cargo
2025-12-21,21:15,23:03,Da Nang,DAD,Vietnam Airlines,VN7128,3,25L,Departed,VN-A339,A321,0,passenger
2025-12-21,22:20,23:01,Hanoi,HAN,Vietnam Airlines,VN7206,3,25L,Departed,VN-A397,A321,0,passenger
2025-12-21,21:15,22:55,Hanoi,HAN,VietJet Air,VJ156,1,25L,Departed,VN-A655,A320,0,passenger
2025-12-21,22:00,22:41,Hanoi,HAN,Vietnam Airlines,VN224,3,25L,Departed,VN-A325,A321,0,passenger
2025-12-21,22:15,22:35,Istanbul,IST,Turkish Airlines,TK163,2,25L,Departed,TC-LLN,B789,1,passenger
2025-12-21,22:15,22:32,Seoul,ICN,VietJet Air,VJ864,2,25L,Departed,VN-A656,A320,0,passenger
2025-12-21,21:50,22:30,Manila,MNL,Cebu Pacific,5J754,2,25L,Departed,RP-C4135,A20N,0,passenger
2025-12-21,21:20,22:27,Vinh,VII,Vietnam Airlines,VN1280,3,25L,Departed,VN-A331,A321,0,passenger
2025-12-21,22:05,22:25,Nha Trang,CXR,VietJet Air,VJ1606,1,25L,Departed,VN-A539,A21N,0,passenger
2025-12-21,21:35,22:19,Bangkok,DMK,AirAsia,FD659,2,25L,Departed,HS-CBE,A20N,1,passenger
2025-12-21,19:50,22:17,Phu Quoc,PQC,Vietnam Airlines,VN7827,3,25L,Departed,VN-A501,A21N,0,passenger
2025-12-21,23:02,22:14,Nha Trang,CXR,Vietnam Airlines,VN9457,3,25L,Departed,VN-A505,A21N,0,passenger
2025-12-21,20:55,22:11,Da Nang,DAD,Vietnam Airlines,VN148,3,25L,Departed,VN-A390,A321,0,passenger
2025-12-21,21:45,22:09,Guangzhou,CAN,VietJet Air,VJ3908,2,25L,Departed,VN-A522,A321,0,passenger
2025-12-21,21:00,21:58,Hanoi,HAN,Vietnam Airlines,VN260,3,25L,Departed,VN-A872,B78X,0,passenger
2025-12-21,19:25,21:55,Hanoi,HAN,VietJet Air,VJ160,1,25L,Departed,VN-A633,A321,0,passenger
2025-12-21,20:50,21:53,Hanoi,HAN,Bamboo Airways,QH286,3,25L,Departed,VN-A596,A20N,0,passenger
2025-12-21,21:15,21:50,Hanoi,HAN,Vietnam Airlines,VN7250,3,,Departed,VN-A615,A321,0,passenger
2025-12-21,20:35,21:47,Brunei,BWN,Royal Brunei Airlines,BI384,2,25L,Departed,V8-RBB,A20N,0,passenger
2025-12-21,20:55,21:45,Delhi,DEL,Air India,AI2389,2,25L,Departed,VT-EXP,A20N,1,passenger
2025-12-21,20:15,21:42,Kuala Lumpur,KUL,AirAsia,AK525,2,25L,Departed,9M-AJA,A320,1,passenger
2025-12-21,23:22,21:40,Hanoi,HAN,Sun PhuQuoc Airways,9G882,3,25L,Departed,VN-A279,A321,0,passenger
2025-12-21,20:30,21:37,Phu Quoc,PQC,Vietnam Airlines,VN1835,3,25L,Departed,VN-A335,A321,0,passenger
2025-12-21,21:15,21:35,Sydney,SYD,Vietnam Airlines,VN773,2,25L,Departed,VN-A886,A359,1,passenger
2025-12-21,18:50,21:32,Ahmedabad,AMD,VietJet Air,VJ1805,2,25L,Departed,VN-A516,A21N,0,passenger
2025-12-21,21:10,21:29,Melbourne,MEL,Vietnam Airlines,VN781,2,25L,Departed,VN-A897,A359,1,passenger
2025-12-21,20:25,21:27,Hue,HUI,Vietnam Airlines,VN1376,3,25L,Departed,VN-A336,A321,0,passenger
2025-12-21,20:15,21:25,Hue,HUI,VietJet Air,VJ312,1,25L,Departed,VN-A687,A321,0,passenger
2025-12-21,20:40,21:23,Da Nang,DAD,VietJet Air,VJ646,1,25L,Departed,VN-A699,A320,0,passenger
2025-12-21,21:05,21:21,Hanoi,HAN,Vietravel Airlines,VU794,3,25L,Departed,VN-A136,A320,0,passenger
2025-12-21,,21:17,,,Ups,5X168,,25L,Departed,N327UP,B763,0,general aviation
2025-12-21,20:10,21:15,Bangkok,BKK,Thai Airways,TG557,2,25L,Departed,HS-TXC,A320,1,passenger
2025-12-21,04:22,21:12,Hanoi,HAN,Bamboo Airways,QH268,3,25L,Departed,VN-A585,A321,0,passenger
2025-12-21,19:10,21:08,Hue,HUI,VietJet Air,VJ316,1,25L,Departed,VN-A651,A321,0,passenger
2025-12-21,20:00,21:05,Haiphong,HPH,VietJet Air,VJ282,1,25L,Departed,VN-A671,A320,0,passenger
2025-12-21,18:20,21:03,Haiphong,HPH,VietJet Air,VJ280,1,25L,Departed,VN-A698,A321,0,passenger
2025-12-21,20:30,21:00,Hanoi,HAN,Vietnam Airlines,VN256,3,25L,Departed,VN-A861,B789,0,passenger
2025-12-21,20:15,20:57,Hanoi,HAN,VietJet Air,VJ180,1,25L,Departed,VN-A811,A333,0,passenger
2025-12-21,19:35,20:54,Chengdu,TFU,VietJet Air,VJ3930,2,25L,Departed,VN-A675,A320,0,passenger
2025-12-21,,20:51,Kuala Lumpur,KUL,MJets Air,WW602,0,25L,Departed,9M-KXA,B734,0,cargo
2025-12-21,20:30,20:48,Haiphong,HPH,Vietnam Airlines,VN1188,3,25L,Departed,VN-A332,A321,0,passenger
2025-12-21,19:35,20:45,Hanoi,HAN,Vietnam Airlines,VN262,3,25L,Departed,VN-A353,A321,0,passenger
2025-12-21,19:25,20:41,Mumbai,BOM,VietJet Air,VJ883,2,25L,Departed,VN-A536,A21N,0,passenger
2025-12-21,19:50,20:37,Thanh Hoa,THD,Vietnam Airlines,VN1278,3,25L,Departed,VN-A515,A20N,0,passenger
2025-12-21,19:00,20:34,Hanoi,HAN,Vietnam Airlines,VN258,3,25L,Departed,VN-A878,B78X,0,passenger
2025-12-21,20:05,20:32,Shanghai,PVG,VietJet Air,VJ3900,2,25L,Departed,VN-A542,A321,0,passenger
2025-12-21,20:00,20:29,Hanoi,HAN,Vietnam Airlines,VN220,3,25L,Departed,VN-A862,B789,0,passenger
2025-12-21,21:23,20:26,Da Nang,DAD,Vietnam Airlines,VN7140,3,25L,Departed,VN-A503,A21N,0,passenger
2025-12-21,19:30,20:23,Sydney,SYD,VietJet Air,VJ85,2,25L,Departed,VN-A812,A333,0,passenger
2025-12-21,19:50,20:20,Singapore,SIN,Singapore Airlines,SQ185,2,25L,Departed,9V-SCY,B78X,1,passenger
2025-12-21,,20:17,Shanghai,PVG,AeroLogic,3S618,0,25L,Departed,D-AALU,B77L,0,cargo
2025-12-21,19:35,20:14,Thanh Hoa,THD,VietJet Air,VJ1244,1,25L,Departed,VN-A545,A21N,0,passenger
2025-12-21,17:35,20:11,Hanoi,HAN,Bamboo Airways,QH262,3,25L,Departed,PK-BBK,B739,0,passenger
2025-12-21,19:30,20:07,Phu Quoc,PQC,Vietnam Airlines,VN7821,3,25L,Departed,VN-A612,A321,0,passenger
2025-12-21,17:10,20:05,Doha,DOH,Qatar Airways,QR971,2,25L,Departed,A7-BAN,B77W,0,passenger
2025-12-21,18:25,20:03,Da Lat,DLI,VietJet Air,VJ362,1,25L,Departed,VN-A642,A321,0,passenger
2025-12-21,19:30,20:00,Siem Reap,SAI,Vietnam Airlines,VN815,2,25L,Departed,VN-A392,A321,0,passenger
2025-12-21,19:10,19:58,Hanoi,HAN,VietJet Air,VJ196,1,25L,Departed,VN-A817,A333,0,passenger
2025-12-21,19:35,19:50,Hong Kong,HKG,Cathay Pacific,CX764,0,25L,Departed,B-HNS,B773,1,general aviation
2025-12-21,19:15,19:44,Bengaluru,BLR,VietJet Air,VJ1801,2,25L,Departed,VN-A543,A21N,0,passenger
2025-12-21,18:55,19:39,Da Nang,DAD,Vietnam Airlines,VN142,3,25L,Departed,VN-A323,A321,0,passenger
2025-12-21,19:00,19:36,Delhi,DEL,VietJet Air,VJ895,2,25L,Departed,VN-A816,A333,0,passenger
2025-12-21,19:00,19:33,Kuala Lumpur,KUL,Malaysia Airlines,MH767,2,25L,Departed,9M-MLV,B738,0,passenger
2025-12-21,20:25,19:30,Da Nang,DAD,Vietravel Airlines,VU684,3,25L,Departed,9H-MLW,A320,0,passenger
2025-12-21,18:35,19:26,Haiphong,HPH,Vietnam Airlines,VN1186,3,25L,Departed,VN-A601,A321,0,passenger
2025-12-21,18:55,19:23,Guangzhou,CAN,Spring Airlines,9C7348,2,25L,Departed,B-32F7,A20N,1,passenger
2025-12-21,19:00,19:22,Nha Trang,CXR,Vietnam Airlines,VN6150,3,25L,Departed,VN-A354,A321,0,passenger
2025-12-21,21:21,19:19,Hanoi,HAN,Sun PhuQuoc Airways,9G878,3,25L,Departed,VN-A282,A21N,0,passenger
2025-12-21,18:45,19:17,Vinh,VII,Vietnam Airlines,VN1268,3,25L,Departed,VN-A326,A321,0,passenger
2025-12-21,,19:15,Phnom Penh,KTI,,K6819,0,25L,Departed,XU-238,AT75,0,non-categorized
2025-12-21,18:15,19:12,Da Nang,DAD,VietJet Air,VJ648,1,25L,Departed,VN-A650,A320,0,passenger
2025-12-21,17:00,19:08,Hanoi,HAN,VietJet Air,VJ152,1,25L,Departed,VN-A500,A21N,0,passenger
2025-12-21,17:50,19:05,Vinh,VII,VietJet Air,VJ220,1,25L,Departed,VN-A647,A321,0,passenger
2025-12-21,18:40,19:02,Bangkok,BKK,Vietnam Airlines,VN609,2,25L,Departed,VN-A605,A321,0,passenger
2025-12-21,17:05,19:00,Da Nang,DAD,Vietnam Airlines,VN7130,3,25L,Departed,VN-A339,A321,0,passenger
2025-12-21,18:00,18:57,Hanoi,HAN,Vietnam Airlines,VN218,3,25L,Departed,VN-A899,A359,1,passenger
2025-12-21,18:40,18:54,San Francisco,SFO,Vietnam Airlines,VN98,2,25L,Departed,VN-A893,A359,0,passenger
2025-12-21,20:42,18:52,Hanoi,HAN,Sun PhuQuoc Airways,9G868,3,25L,Departed,VN-A280,A321,0,passenger
2025-12-21,17:05,18:49,Thanh Hoa,THD,VietJet Air,VJ250,1,25L,Departed,VN-A637,A321,0,passenger
2025-12-21,18:20,18:45,Da Lat,DLI,Vietnam Airlines,VN8024,3,25L,Departed,VN-B219,AT75,0,passenger
2025-12-21,17:00,18:41,Hanoi,HAN,Vietnam Airlines,VN254,3,25L,Departed,VN-A866,B789,1,passenger
2025-12-21,18:05,18:39,Beijing,PKX,VietJet Air,VJ3948,2,25L,Departed,VN-A672,A320,0,passenger
2025-12-21,17:50,18:36,Taipei,TPE,China Airlines,CI784,2,25L,Departed,B-18005,B77W,0,passenger
2025-12-21,17:35,18:33,Bangkok,BKK,VietJet Air,VJ805,2,25L,Departed,VN-A640,A321,1,passenger
2025-12-21,18:05,18:30,Bangkok,DMK,AirAsia,FD655,2,25L,Departed,HS-EAD,A21N,1,passenger
2025-12-21,17:25,18:27,Da Lat,DLI,Vietnam Airlines,VN1386,3,25L,Departed,VN-A335,A321,0,passenger
2025-12-21,18:00,18:22,Pleiku,PXU,Vietnam Airlines,VN8422,3,25L,Departed,VN-B218,AT75,0,passenger
2025-12-21,18:10,18:18,Buon Ma Thuot,BMV,Vietnam Airlines,VN1414,3,,Departed,VN-A615,A321,1,passenger
2025-12-21,17:50,18:16,Kaohsiung,KHH,Vietnam Airlines,VN580,2,25L,Departed,VN-A604,A321,0,passenger
2025-12-21,17:25,18:14,Chu Lai,VCL,VietJet Air,VJ376,1,25L,Departed,VN-A656,A320,0,passenger
2025-12-21,18:00,18:11,Dubai,DXB,Emirates,EK365,2,25L,Departed,A6-EXD,A359,1,passenger
2025-12-21,16:55,18:08,Bangkok,BKK,Vietnam Airlines,VN607,2,25L,Departed,VN-A395,A321,0,passenger
2025-12-21,16:50,18:06,Taipei,TPE,Vietnam Airlines,VN570,2,25L,Departed,VN-A327,A321,0,passenger
2025-12-21,13:15,18:04,Hanoi,HAN,Bamboo Airways,QH242,3,25L,Departed,ER-00005,A320,0,passenger
2025-12-21,15:55,18:01,Haiphong,HPH,VietJet Air,VJ278,1,25L,Departed,VN-A685,A321,0,passenger
2025-12-21,17:50,17:59,Taipei,TPE,Starlux,JX714,0,25L,Departed,B-58206,A21N,0,general aviation
2025-12-21,17:20,17:56,Tokyo,HND,VietJet Air,VJ820,2,25L,Departed,VN-A607,A21N,1,passenger
2025-12-21,16:55,17:54,Pleiku,PXU,VietJet Air,VJ396,1,25L,Departed,VN-A687,A321,0,passenger
2025-12-21,17:35,17:52,Singapore,SIN,Scoot,TR303,2,25L,Departed,9V-TNG,A20N,0,passenger
2025-12-21,16:45,17:49,Da Nang,DAD,Vietnam Airlines,VN140,3,25L,Departed,VN-A399,A321,0,passenger
2025-12-21,16:00,17:46,Vientiane,VTE,VietJet Air,VJ1831,2,25L,Departed,VN-A669,A320,1,passenger
2025-12-21,17:30,17:43,Hanoi,HAN,Vietravel Airlines,VU780,3,25L,Departed,VN-A289,A321,0,passenger
2025-12-21,17:15,17:35,Phu Quoc,PQC,Vietravel Airlines,VU303,3,25L,Departed,VN-A136,A320,0,passenger
2025-12-21,16:00,17:25,Hanoi,HAN,Vietnam Airlines,VN216,3,25L,Departed,VN-A869,B789,1,passenger
2025-12-21,16:15,17:17,Da Nang,DAD,Vietnam Airlines,VN136,3,25L,Departed,VN-A336,A321,0,passenger
2025-12-21,17:05,17:15,Hue,HUI,Vietnam Airlines,VN6160,3,25L,Departed,VN-A359,A321,0,passenger
2025-12-21,16:25,17:12,Nha Trang,CXR,VietJet Air,VJ600,1,25L,Departed,VN-A698,A321,0,passenger
2025-12-21,16:55,17:09,Kunming,KMG,China Eastern Airlines,MU9634,2,25L,Departed,B-6148,B738,1,passenger
2025-12-21,13:35,17:05,Taipei,TPE,VietJet Air,VJ842,2,25L,Departed,VN-A550,A21N,0,passenger
2025-12-21,16:20,17:03,Singapore,SIN,Vietnam Airlines,VN657,2,25L,Departed,VN-A397,A321,0,passenger
2025-12-21,15:55,17:01,Phnom Penh,KTI,Vietnam Airlines,VN920,2,25L,Departed,VN-A608,A321,0,passenger
2025-12-21,16:40,16:59,Hanoi,HAN,Vietnam Airlines,VN252,3,25L,Departed,VN-A868,B789,0,passenger
2025-12-21,16:40,16:57,Kuala Lumpur,KUL,Malaysia Airlines,MH759,2,25L,Departed,9M-MLP,B738,1,passenger
2025-12-21,16:30,16:54,Siem Reap,SAI,Vietnam Airlines,VN813,2,25L,Departed,VN-A332,A321,0,passenger
2025-12-21,15:50,16:51,Kuala Lumpur,KUL,Vietnam Airlines,VN679,2,25L,Departed,VN-A325,A321,1,passenger
2025-12-21,15:20,16:49,Hanoi,HAN,VietJet Air,VJ194,1,25L,Departed,VN-A535,A321,0,passenger
2025-12-21,15:30,16:46,Hanoi,HAN,Vietnam Airlines,VN232,3,25L,Departed,VN-A877,B78X,0,passenger
2025-12-21,16:10,16:41,Kuala Lumpur,KUL,AirAsia,AK523,2,25L,Departed,9M-AQF,A320,1,passenger
2025-12-21,16:30,16:33,Dong Hoi,VDH,VietJet Air,VJ262,1,25L,Departed,VN-A699,A320,0,passenger
2025-12-21,16:10,16:29,Guangzhou,CAN,China Southern Airlines,CZ374,2,25L,Departed,B-32MC,A21N,1,passenger
2025-12-21,16:15,16:23,Singapore,SIN,Singapore Airlines,SQ183,2,25L,Departed,9V-SMC,A359,1,passenger
2025-12-21,15:45,16:21,Hue,HUI,Vietnam Airlines,VN1374,3,25L,Departed,VN-A515,A20N,0,passenger
2025-12-21,15:25,16:17,Da Nang,DAD,VietJet Air,VJ638,1,25L,Departed,VN-A639,A321,0,passenger
2025-12-21,15:40,16:13,Singapore,SIN,Scoot,TR347,2,25L,Departed,9V-TRO,A320,0,passenger
2025-12-21,15:55,16:08,Chu Lai,VCL,Vietnam Airlines,VN1468,3,25L,Departed,VN-A503,A21N,0,passenger
2025-12-21,15:15,16:05,Buon Ma Thuot,BMV,VietJet Air,VJ358,1,25L,Departed,VN-A650,A320,0,passenger
2025-12-21,15:45,16:02,Taipei,TPE,EVA Air,BR396,2,25L,Departed,B-16731,B77W,1,passenger
