Crawl_Date,Scheduled_Time,Actual_Time,Origin,IATA,Airline,Flight_No,Terminal,Arrival_Runway,Belt,Status,Tail_Number,Aircraft_Type,Category
2026-01-06,11:30,11:31,Ho Chi Minh City,SGN,Bamboo Airways,QH154,1,35L,2.0,Arrived,VN-A585,A321,passenger
2026-01-06,11:35,11:24,Hanoi,HAN,Vietnam Airlines,VN165,1,35L,5.0,Arrived,VN-A602,A321,passenger
2026-01-06,11:40,11:48,Taipei,TPE,Eva Air,BR383,2,35L,2.0,Bags Delivered,B-16338,A333,passenger
2026-01-06,11:40,11:30,Hong Kong,HKG,Hong Kong Express Airways,UO502,2,35L,2.0,Bags Delivered,B-LCI,A320,passenger
2026-01-06,11:50,11:56,Kuala Lumpur,KUL,Air Asia,AK648,2,35L,3.0,Bags Delivered,9M-AJH,A320,passenger
2026-01-06,11:50,12:09,Hanoi,HAN,VietJet Air,VJ507,1,35L,4.0,Arrived,VN-A575,A21N,passenger
2026-01-06,12:05,12:09,Kuala Lumpur,KUL,Batik Air Malaysia,OD502,2,35L,4.0,Bags Delivered,9M-LRW,B38M,passenger
2026-01-06,12:10,12:10,Bangkok,DMK,Thai Air Asia,FD636,2,35L,1.0,Bags Delivered,HS-BBO,A320,passenger
2026-01-06,12:20,12:17,Hanoi,HAN,Vietnam Airlines,VN167,1,35L,5.0,Arrived,VN-A601,A321,passenger
2026-01-06,12:30,12:46,Seoul,ICN,Jin Air,LJ81,2,35L,4.0,Bags Delivered,HL8013,B738,passenger
2026-01-06,12:30,12:23,Ho Chi Minh City,SGN,Vietnam Airlines,VN126,1,Unknown,3.0,Arrived,VN-A615,A321,passenger
2026-01-06,12:30,12:30,Bangkok,BKK,Thai Vietjet,VZ960,2,35L,3.0,Bags Delivered,HS-VKA,A320,passenger
2026-01-06,12:35,12:26,Da Lat,DLI,Vietnam Airlines,VN1954,1,35L,2.0,Arrived,VN-A390,A321,passenger
2026-01-06,12:40,12:59,Phu Quoc Island,PQC,VietJet Air,VJ718,1,35L,4.0,Arrived,VN-A663,A320,passenger
2026-01-06,12:40,12:34,Hong Kong,HKG,Hong Kong Express Airways,UO566,2,35L,1.0,Bags Delivered,B-HSM,A320,passenger
2026-01-06,13:00,13:51,Ho Chi Minh City,SGN,VietJet Air,VJ634,1,35L,4.0,Arrived,VN-A643,A321,passenger
2026-01-06,13:05,13:05,Singapore,SIN,VietJet Air,VJ970,2,35L,3.0,Bags Delivered,VN-A633,A321,passenger
2026-01-06,13:10,13:10,Seoul,ICN,Vietnam Airlines,VN431,2,35L,2.0,Bags Delivered,VN-A619,A21N,passenger
2026-01-06,13:10,13:10,Tokyo,NRT,Vietnam Airlines,VN319,2,35L,4.0,Bags Delivered,VN-A336,A321,passenger
2026-01-06,13:15,13:15,Taipei,TPE,Eva Air,BR1383,2,35L,2.0,Bags Delivered,B-16226,A321,passenger
2026-01-06,13:15,13:11,Hanoi,HAN,Vietnam Airlines,VN169,1,35L,5.0,Arrived,VN-A325,A321,passenger
2026-01-06,13:25,13:31,Seoul,ICN,Jeju Air,7C2211,2,35L,3.0,Bags Delivered,HL8261,B738,passenger
2026-01-06,13:30,13:30,Manila,MNL,Philippine Airlines,PR585,2,35L,1.0,Bags Delivered,RP-C9902,A321,passenger
2026-01-06,13:40,13:20,Ho Chi Minh City,SGN,Vietnam Airlines,VN6036,1,35L,2.0,Arrived,VN-A359,A321,passenger
2026-01-06,14:15,14:04,Seoul,ICN,Korean Air,KE457,2,35L,2.0,Bags Delivered,HL8002,A333,passenger
2026-01-06,14:20,14:14,Hanoi,HAN,Vietnam Airlines,VN7165,1,35L,1.0,Arrived,VN-A611,A321,passenger
2026-01-06,14:25,14:20,Hanoi,HAN,Vietnam Airlines,VN171,1,35L,2.0,Arrived,VN-A614,A321,passenger
2026-01-06,14:30,15:26,Ho Chi Minh City,SGN,VietJet Air,VJ630,1,35L,3.0,Arrived,VN-A637,A321,passenger
2026-01-06,14:50,14:35,Ho Chi Minh City,SGN,Vietnam Airlines,VN132,1,35L,4.0,Arrived,VN-A323,A321,passenger
2026-01-06,14:55,14:54,Hanoi,HAN,VietJet Air,VJ513,1,35L,1.0,Arrived,VN-A648,A321,passenger
2026-01-06,15:00,15:46,Phu Quoc Island,PQC,VietJet Air,VJ716,1,35L,2.0,Arrived,VN-A685,A321,passenger
2026-01-06,15:15,15:25,Kuala Lumpur,KUL,Air Asia,AK640,2,35L,3.0,Bags Delivered,9M-AJP,A320,passenger
2026-01-06,15:20,15:41,Ho Chi Minh City,SGN,VietJet Air,VJ632,1,35L,4.0,Arrived,VN-A651,A321,passenger
2026-01-06,15:35,15:35,Siem Reap,SAI,Air Cambodia,K6840,2,35L,2.0,Bags Delivered,ER-00011,A320,passenger
2026-01-06,15:40,15:40,Singapore,SIN,Singapore Airlines,SQ174,2,35L,1.0,Bags Delivered,9V-MBJ,B38M,passenger
2026-01-06,15:40,16:07,Hanoi,HAN,VietJet Air,VJ511,1,35L,3.0,Arrived,VN-A635,A321,passenger
2026-01-06,15:55,15:51,Buon Ma Thuot,BMV,Vietnam Airlines,VN1910,1,35L,5.0,Arrived,VN-A390,A321,passenger
2026-01-06,15:55,15:55,Hong Kong,HKG,Hong Kong Airlines,HX548,0,35L,3.0,Bags Delivered,B-LPR,A321,general aviation
2026-01-06,16:10,15:45,Kuala Lumpur,KUL,VietJet Air,VJ824,2,35L,4.0,Bags Delivered,VN-A649,A321,passenger
2026-01-06,16:25,16:40,Taipei,TPE,China Airlines,CI789,2,35L,1.0,Bags Delivered,B-18115,A21N,passenger
2026-01-06,16:30,16:19,Hanoi,HAN,Vietnam Airlines,VN173,1,35L,4.0,Arrived,VN-A601,A321,passenger
2026-01-06,16:35,16:30,Singapore,SIN,Scoot,TR314,2,35L,2.0,Bags Delivered,9V-NCK,A21N,passenger
2026-01-06,16:40,16:40,Macau,MFM,VietJet Air,VJ8891,2,35L,3.0,Bags Delivered,VN-A661,A321,passenger
2026-01-06,16:45,18:52,Ho Chi Minh City,SGN,VietJet Air,VJ638,1,35L,3.0,Arrived,VN-A643,A321,passenger
2026-01-06,16:45,16:55,Ho Chi Minh City,SGN,Vietnam Airlines,VN134,1,35L,2.0,Arrived,VN-A396,A321,passenger
2026-01-06,17:10,17:24,Can Tho,VCA,VietJet Air,VJ704,1,35L,1.0,Arrived,VN-A663,A320,passenger
2026-01-06,17:15,17:00,Taipei,TPE,Starlux Airlines,JX703,0,35L,2.0,Bags Delivered,B-58201,A21N,general aviation
2026-01-06,17:35,17:39,Hanoi,HAN,Vietnam Airlines,VN179,1,35L,4.0,Arrived,VN-A514,A20N,passenger
2026-01-06,17:35,17:15,Macau,MFM,Bamboo Airways,QH9589,2,35L,4.0,Bags Delivered,VN-A585,A321,passenger
2026-01-06,17:40,17:49,Hanoi,HAN,Bamboo Airways,QH147,1,35L,5.0,Arrived,VN-A227,A321,passenger
2026-01-06,17:40,19:54,Ho Chi Minh City,SGN,Vietnam Airlines,VN136,1,35L,3.0,Arrived,VN-A625,A21N,passenger
2026-01-06,17:45,17:40,Hong Kong,HKG,Hong Kong Express Airways,UO558,2,35L,1.0,Bags Delivered,B-LEJ,A321,passenger
2026-01-06,18:05,18:24,Ho Chi Minh City,SGN,Vietnam Airlines,VN140,1,35L,1.0,Arrived,VN-A327,A321,passenger
2026-01-06,18:10,18:05,Hanoi,HAN,Vietravel Airlines,VU639,1,35L,2.0,Arrived,VN-A136,A320,passenger
2026-01-06,18:20,18:31,Bangkok,DMK,Thai Air Asia,FD638,2,35L,3.0,Bags Delivered,HS-ABT,A320,passenger
2026-01-06,18:25,18:30,Taipei,TPE,Tigerair Taiwan,IT551,2,35L,1.0,Bags Delivered,B-50001,A320,passenger
2026-01-06,18:30,18:50,Nha Trang,CXR,VietJet Air,VJ580,1,35L,2.0,Arrived,VN-A670,A321,passenger
2026-01-06,18:30,18:34,Hanoi,HAN,Vietnam Airlines,VN187,1,35L,5.0,Arrived,VN-A513,A20N,passenger
2026-01-06,19:10,19:00,Kaohsiung,KHH,Tigerair Taiwan,IT585,2,35L,1.0,Bags Delivered,B-50029,A20N,passenger
2026-01-06,19:25,20:19,Hanoi,HAN,VietJet Air,VJ515,1,35L,4.0,Arrived,VN-A639,A321,passenger
2026-01-06,19:35,19:50,Ho Chi Minh City,SGN,VietJet Air,VJ648,1,35L,2.0,Arrived,VN-A650,A320,passenger
2026-01-06,19:35,19:50,Bangkok,BKK,Vietnam Airlines,VN626,2,35L,1.0,Bags Delivered,VN-A614,A321,passenger
2026-01-06,19:40,19:25,Seoul,ICN,Eastar Jet,ZE597,2,35L,2.0,Bags Delivered,HL8507,B738,passenger
2026-01-06,19:45,19:50,Hanoi,HAN,Vietnam Airlines,VN6071,1,35L,1.0,Arrived,VN-A363,A321,passenger
2026-01-06,19:50,19:45,Seoul,ICN,Air Premia,YP621,2,35L,3.0,Bags Delivered,HL8703,B789,passenger
2026-01-06,19:55,21:04,Phu Quoc Island,PQC,VietJet Air,VJ1718,1,35L,1.0,Arrived,VN-A698,A321,passenger
2026-01-06,20:15,20:23,Ho Chi Minh City,SGN,Vietnam Airlines,VN142,1,35L,5.0,Arrived,VN-A334,A321,passenger
2026-01-06,20:15,20:09,Haiphong,HPH,VietJet Air,VJ723,1,35L,5.0,Arrived,VN-A651,A321,passenger
2026-01-06,20:20,20:33,Da Lat,DLI,VietJet Air,VJ728,1,35L,2.0,Arrived,VN-A663,A320,passenger
2026-01-06,20:25,20:56,Hanoi,HAN,VietJet Air,VJ517,1,35L,5.0,Arrived,VN-A575,A21N,passenger
2026-01-06,20:30,20:42,Ho Chi Minh City,SGN,Vietravel Airlines,VU684,1,35L,4.0,Arrived,9H-MLW,A320,passenger
2026-01-06,20:30,20:14,Nha Trang,CXR,Vietnam Airlines,VN1940,1,35L,3.0,Arrived,VN-A390,A321,passenger
2026-01-06,20:30,20:27,Hanoi,HAN,Vietnam Airlines,VN195,1,35L,3.0,Arrived,VN-A332,A321,passenger
2026-01-06,21:25,21:35,Seoul,ICN,Parata Air,WE201,2,35L,3.0,Bags Delivered,HL8709,A332,passenger
2026-01-06,21:30,22:30,Seoul,ICN,Korean Air,KE459,2,35L,3.0,Bags Delivered,HL7554,A333,passenger
2026-01-06,21:30,21:15,Manila,MNL,Cebu Pacific,5J5756,2,35L,1.0,Bags Delivered,RP-C4114,A321,passenger
2026-01-06,21:35,21:35,Bangkok,BKK,VietJet Air,VJ1962,2,35L,4.0,Bags Delivered,VN-A649,A321,passenger
2026-01-06,21:35,21:34,Hanoi,HAN,VietJet Air,VJ501,1,35L,4.0,Arrived,VN-A697,A21N,passenger
2026-01-06,21:45,21:10,Singapore,SIN,VietJet Air,VJ890,2,35L,2.0,Bags Delivered,VN-A633,A321,passenger
2026-01-06,21:45,21:55,Seoul,ICN,Asiana Airlines,OZ755,2,35L,2.0,Bags Delivered,HL7793,A333,passenger
2026-01-06,21:55,21:55,Hanoi,HAN,Vietnam Airlines,VN7163,1,Unknown,3.0,,,,passenger
2026-01-06,22:00,23:22,Ho Chi Minh City,SGN,VietJet Air,VJ646,1,35L,2.0,Arrived,LY-MLN,A320,passenger
2026-01-06,22:15,22:48,Ho Chi Minh City,SGN,Vietnam Airlines,VN148,1,35L,4.0,Arrived,VN-A323,A321,passenger
2026-01-06,22:20,22:10,Seoul,ICN,T'Way Air,TW11,2,35L,4.0,Bags Delivered,HL8329,B738,passenger
2026-01-06,22:20,22:00,Daegu,TAE,T'Way Air,TW29,2,35L,1.0,Bags Delivered,HL8300,B738,passenger
2026-01-06,22:25,22:05,Macau,MFM,Air Macau,NX976,0,35L,1.0,Bags Delivered,B-MBO,A20N,general aviation
2026-01-06,22:30,22:18,Hanoi,HAN,Vietnam Airlines,VN7193,1,35L,5.0,Arrived,VN-A622,A21N,passenger
2026-01-06,23:00,22:45,Macau,MFM,Air Macau,NX978,0,35L,1.0,Bags Delivered,B-MCB,A320,general aviation
2026-01-06,23:10,00:10,Macau,MFM,VietJet Air,VJ8893,2,35L,2.0,Delayed,VN-A685,A321,passenger
2026-01-06,23:35,23:15,Seoul,ICN,T'Way Air,TW13,2,35L,4.0,Arrived,HL8086,B738,passenger
2026-01-06,23:40,23:40,Busan,PUS,Jin Air,LJ183,2,35L,3.0,Arrived,HL8247,B738,passenger
2026-01-06,23:40,00:30,Seoul,ICN,Air Seoul,RS511,2,35L,4.0,Delayed,HL7790,A321,passenger
2026-01-06,23:50,23:25,Busan,PUS,Air Busan,BX773,0,35L,1.0,Arrived,HL8309,A320,general aviation
2026-01-07,00:00,00:49,Ho Chi Minh City,SGN,VietJet Air,VJ642,1,35L,3.0,Arrived,VN-A651,A321,passenger
2026-01-07,00:05,00:45,Hanoi,HAN,VietJet Air,VJ523,1,35L,4.0,Arrived,VN-A661,A320,passenger
2026-01-07,00:05,00:05,Busan,PUS,Jin Air,LJ111,2,Unknown,4.0,Bags Delivered,HL8247,B738,passenger
2026-01-07,00:20,00:00,Seoul,ICN,Eastar Jet,ZE593,2,35L,1.0,Bags Delivered,HL8717,B38M,passenger
2026-01-07,00:20,01:15,Ho Chi Minh City,SGN,VietJet Air,VJ636,0,35L,,Arrived,VN-A685,A321,general aviation
2026-01-07,00:30,00:20,Seoul,ICN,Jeju Air,7C2217,2,35L,3.0,Bags Delivered,HL8592,B38M,passenger
2026-01-07,00:45,01:00,Cheongju,CJJ,Aero-K Airlines,RF531,2,35L,3.0,Bags Delivered,HL8386,A320,passenger
2026-01-07,01:00,00:35,Busan,PUS,Air Busan,BX7315,0,35L,2.0,Bags Delivered,HL8309,A320,general aviation
2026-01-07,01:10,01:20,Busan,PUS,Korean Air,KE2093,2,35L,1.0,Bags Delivered,HL8002,A333,passenger
2026-01-07,01:45,01:30,Seoul,ICN,VietJet Air,VJ875,2,35L,4.0,Bags Delivered,VN-A651,A321,passenger
2026-01-07,04:00,04:00,Manila,MNL,VietJet Air,VJ8021,2,35L,3.0,Arrived,VN-A633,A321,passenger
2026-01-07,05:10,04:47,Nha Trang,CXR,Vietnam Airlines,VN7940,0,35L,,Arrived,VN-A501,A21N,general aviation
2026-01-07,07:25,07:22,Hanoi,HAN,Vietnam Airlines,VN157,1,35R,4.0,Arrived,VN-A613,A321,passenger
2026-01-07,07:25,07:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN106,1,35R,3.0,Arrived,VN-A331,A321,passenger
2026-01-07,07:40,07:34,Ho Chi Minh City,SGN,Bamboo Airways,QH150,1,35R,1.0,Arrived,JU-1410,A320,passenger
2026-01-07,07:40,07:40,Hanoi,HAN,VietJet Air,VJ503,1,35R,2.0,Arrived,VN-A544,A321,passenger
2026-01-07,07:50,08:10,Ho Chi Minh City,SGN,VietJet Air,VJ620,1,35R,5.0,Arrived,VN-A650,A320,passenger
2026-01-07,08:20,08:29,Ho Chi Minh City,SGN,Vietnam Airlines,VN110,1,35R,1.0,Arrived,VN-A505,A21N,passenger
2026-01-07,09:05,09:05,Haiphong,HPH,Vietnam Airlines,VN1671,1,35R,4.0,Arrived,VN-A390,A321,passenger
2026-01-07,09:05,09:29,Bangkok,DMK,Thai Air Asia,FD634,2,35R,4.0,Bags Delivered,HS-EAA,A21N,passenger
2026-01-07,09:10,09:01,Hanoi,HAN,Vietnam Airlines,VN163,1,35R,5.0,Arrived,VN-A399,A321,passenger
2026-01-07,09:10,09:10,Taipei,TPE,China Airlines,CI787,2,35R,1.0,Bags Delivered,B-18109,A21N,passenger
2026-01-07,09:20,08:59,Hong Kong,HKG,Hong Kong Express Airways,UO552,2,35R,2.0,Bags Delivered,B-HSM,A320,passenger
2026-01-07,09:20,09:20,Seoul,ICN,VietJet Air,VJ881,0,Unknown,,,,,general aviation
2026-01-07,09:25,09:25,Ho Chi Minh City,SGN,Vietnam Airlines,VN112,1,35R,2.0,Arrived,VN-A616,A21N,passenger
2026-01-07,09:40,09:52,Ho Chi Minh City,SGN,VietJet Air,VJ624,1,35R,1.0,Arrived,VN-A635,A321,passenger
2026-01-07,09:40,09:21,Hanoi,HAN,Vietnam Airlines,VN6081,0,Unknown,,Arrived,VN-A363,A321,general aviation
2026-01-07,10:05,11:22,Seoul,ICN,VietJet Air,VJ879,2,35R,3.0,Bags Delivered,VN-A528,A21N,passenger
2026-01-07,10:20,10:25,Ho Chi Minh City,SGN,Vietravel Airlines,VU672,1,35R,4.0,Arrived,VN-A136,A320,passenger
2026-01-07,10:35,10:37,Ho Chi Minh City,SGN,Vietnam Airlines,VN118,1,35R,5.0,Arrived,VN-A327,A321,passenger
2026-01-07,10:40,11:37,Kuala Lumpur,KUL,Air Asia,AK642,2,35R,4.0,Bags Delivered,9M-AGY,A320,passenger
2026-01-07,10:45,10:56,Ho Chi Minh City,SGN,VietJet Air,VJ626,1,35R,2.0,Arrived,VN-A632,A321,passenger
2026-01-07,10:50,11:17,Hanoi,HAN,VietJet Air,VJ527,1,35R,1.0,Arrived,VN-A662,A320,passenger
2026-01-07,10:55,10:33,Seoul,ICN,T'Way Air,TW7,2,35R,3.0,Bags Delivered,HL8581,B38M,passenger
2026-01-07,11:00,11:11,Busan,PUS,VietJet Air,VJ989,2,35R,4.0,Bags Delivered,VN-A697,A21N,passenger
2026-01-07,11:00,11:13,Singapore,SIN,Singapore Airlines,SQ172,2,35R,1.0,Bags Delivered,9V-MBO,B38M,passenger
2026-01-07,11:05,11:31,Ho Chi Minh City,SGN,VietJet Air,VJ628,1,35R,4.0,Arrived,VN-A643,A321,passenger
2026-01-07,11:25,11:38,Ho Chi Minh City,SGN,Vietnam Airlines,VN122,1,35R,5.0,Arrived,VN-A323,A321,passenger
2026-01-07,11:25,10:56,Manila,MNL,Philippine Airlines,PR585,2,35R,2.0,Bags Delivered,RP-C9903,A321,passenger
2026-01-07,11:30,11:24,Bangkok,BKK,VietJet Air,VJ1964,2,35R,1.0,Bags Delivered,VN-A685,A321,passenger
2026-01-07,11:30,12:16,Ho Chi Minh City,SGN,Bamboo Airways,QH154,1,35R,2.0,Arrived,VN-A585,A321,passenger
2026-01-07,11:35,12:02,Hanoi,HAN,Vietnam Airlines,VN165,1,35R,4.0,Arrived,VN-A619,A21N,passenger
2026-01-07,11:40,11:33,Taipei,TPE,Eva Air,BR383,2,35R,2.0,Bags Delivered,B-16338,A333,passenger
2026-01-07,11:40,11:50,Hong Kong,HKG,Hong Kong Express Airways,UO502,2,35R,1.0,Bags Delivered,B-LCH,A320,passenger
2026-01-07,11:50,11:50,Kuala Lumpur,KUL,Air Asia,AK648,2,35R,4.0,Bags Delivered,9M-RAJ,A20N,passenger
2026-01-07,11:50,16:48,Hanoi,HAN,VietJet Air,VJ507,1,35L,4.0,Arrived,VN-A528,A21N,passenger
2026-01-07,12:05,12:13,Kuala Lumpur,KUL,Batik Air Malaysia,OD502,2,35R,3.0,Bags Delivered,9M-LRV,B38M,passenger
2026-01-07,12:10,12:32,Bangkok,DMK,Thai Air Asia,FD636,2,35R,1.0,Bags Delivered,HS-ABA,A320,passenger
2026-01-07,12:20,12:22,Hanoi,HAN,Vietnam Airlines,VN167,1,35R,1.0,Arrived,VN-A602,A321,passenger
2026-01-07,12:30,13:35,Phu Quoc Island,PQC,VietJet Air,VJ718,1,35L,3.0,Arrived,VN-A650,A320,passenger
2026-01-07,12:30,12:49,Bangkok,BKK,Thai Vietjet,VZ960,2,35L,4.0,Bags Delivered,HS-VKJ,A321,passenger
2026-01-07,12:30,12:34,Seoul,ICN,Jin Air,LJ81,2,35R,3.0,Bags Delivered,HL8246,B738,passenger
2026-01-07,12:35,12:54,Ho Chi Minh City,SGN,Vietnam Airlines,VN126,1,35L,4.0,Arrived,VN-A501,A21N,passenger
2026-01-07,12:35,12:31,Da Lat,DLI,Vietnam Airlines,VN1954,1,35R,5.0,Arrived,VN-A390,A321,passenger
2026-01-07,13:00,13:43,Ho Chi Minh City,SGN,VietJet Air,VJ634,1,35L,2.0,Arrived,VN-A657,A321,passenger
2026-01-07,13:05,12:45,Singapore,SIN,VietJet Air,VJ970,2,35L,4.0,Bags Delivered,VN-A673,A321,passenger
2026-01-07,13:10,13:24,Hanoi,HAN,Vietnam Airlines,VN169,1,35L,1.0,Arrived,VN-A604,A321,passenger
2026-01-07,13:10,13:11,Tokyo,NRT,Vietnam Airlines,VN319,2,35L,3.0,Bags Delivered,VN-A334,A321,passenger
2026-01-07,13:10,13:06,Seoul,ICN,Vietnam Airlines,VN431,2,35L,1.0,Bags Delivered,VN-A622,A21N,passenger
2026-01-07,13:15,12:58,Taipei,TPE,Eva Air,BR1383,2,35L,2.0,Bags Delivered,B-16227,A321,passenger
2026-01-07,13:15,13:11,Hanoi,HAN,Bamboo Airways,QH135,1,35L,3.0,Arrived,VN-A597,A321,passenger
2026-01-07,13:25,13:28,Seoul,ICN,Jeju Air,7C2211,2,35L,2.0,Bags Delivered,HL8539,B738,passenger
2026-01-07,13:40,13:30,Kuala Lumpur,KUL,Malaysia Airlines,MH748,2,35L,1.0,Bags Delivered,9M-MXY,B738,passenger
2026-01-07,13:40,13:48,Ho Chi Minh City,SGN,Vietnam Airlines,VN6036,1,35L,5.0,Arrived,VN-A354,A321,passenger
2026-01-07,13:40,14:03,Ho Chi Minh City,SGN,Vietnam Airlines,VN7128,1,35L,4.0,Arrived,VN-A616,A21N,passenger
2026-01-07,14:15,13:56,Seoul,ICN,Korean Air,KE457,2,35L,3.0,Bags Delivered,HL7554,A333,passenger
2026-01-07,14:40,14:24,Hanoi,HAN,Vietnam Airlines,VN171,1,35L,3.0,Arrived,VN-A353,A321,passenger
2026-01-07,14:50,14:50,Ho Chi Minh City,SGN,Vietnam Airlines,VN132,1,35L,1.0,Arrived,VN-A339,A321,passenger
2026-01-07,14:55,15:31,Hanoi,HAN,VietJet Air,VJ513,1,35L,2.0,Arrived,VN-A662,A320,passenger
2026-01-07,15:15,15:14,Ho Chi Minh City,SGN,VietJet Air,VJ630,1,35L,4.0,Arrived,VN-A544,A321,passenger
2026-01-07,15:15,16:45,Kuala Lumpur,KUL,Air Asia,AK640,2,35L,2.0,Bags Delivered,9M-AQF,A320,passenger
2026-01-07,15:20,15:52,Ho Chi Minh City,SGN,VietJet Air,VJ632,1,35L,5.0,Arrived,VN-A661,A321,passenger
2026-01-07,15:40,15:47,Hanoi,HAN,VietJet Air,VJ511,1,35L,3.0,Arrived,VN-A637,A321,passenger
2026-01-07,15:40,16:00,Singapore,SIN,Singapore Airlines,SQ174,2,35L,1.0,Bags Delivered,9V-MBJ,B38M,passenger
2026-01-07,15:55,15:50,Hong Kong,HKG,Hong Kong Airlines,HX548,0,35L,3.0,Bags Delivered,B-LPR,A321,general aviation
2026-01-07,16:10,16:05,Kuala Lumpur,KUL,VietJet Air,VJ824,2,35L,4.0,Bags Delivered,VN-A670,A321,passenger
2026-01-07,16:30,16:36,Can Tho,VCA,VietJet Air,VJ704,1,35L,1.0,Arrived,VN-A685,A321,passenger
2026-01-07,16:35,16:27,Ho Chi Minh City,SGN,Vietnam Airlines,VN134,1,35L,2.0,Arrived,VN-A332,A321,passenger
2026-01-07,16:35,16:31,Hanoi,HAN,Vietnam Airlines,VN173,1,35L,5.0,Arrived,VN-A602,A321,passenger
2026-01-07,16:35,16:50,Singapore,SIN,Scoot,TR314,2,35L,3.0,Bags Delivered,9V-NCE,A21N,passenger
2026-01-07,16:40,18:40,Macau,MFM,VietJet Air,VJ8891,2,35L,3.0,Bags Delivered,VN-A643,A321,passenger
2026-01-07,16:55,17:12,Can Tho,VCA,Vietnam Airlines,VN1440,1,35L,5.0,Arrived,VN-A390,A321,passenger
2026-01-07,16:55,17:07,Ho Chi Minh City,SGN,VietJet Air,VJ638,1,35L,3.0,Arrived,VN-A669,A320,passenger
2026-01-07,17:35,17:36,Hanoi,HAN,Vietnam Airlines,VN179,1,35L,5.0,Arrived,VN-A514,A20N,passenger
2026-01-07,17:35,17:30,Macau,MFM,Bamboo Airways,QH9589,2,35L,2.0,Bags Delivered,VN-A585,A321,passenger
2026-01-07,17:35,17:10,Kaohsiung,KHH,Tigerair Taiwan,IT585,2,35L,1.0,Bags Delivered,B-50018,A320,passenger
2026-01-07,17:40,17:46,Hanoi,HAN,Bamboo Airways,QH147,1,35L,1.0,Arrived,VN-A227,A321,passenger
2026-01-07,17:45,17:40,Hong Kong,HKG,Hong Kong Express Airways,UO558,2,35L,3.0,Bags Delivered,B-LEH,A321,passenger
2026-01-07,17:50,17:51,Ho Chi Minh City,SGN,Vietnam Airlines,VN136,1,35L,3.0,Arrived,VN-A334,A321,passenger
2026-01-07,18:10,18:31,Hanoi,HAN,Vietravel Airlines,VU639,1,35L,2.0,Arrived,VN-A136,A320,passenger
2026-01-07,18:10,18:02,Hanoi,HAN,Vietnam Airlines,VN7161,1,35L,4.0,Arrived,VN-A503,A21N,passenger
2026-01-07,18:20,19:25,Bangkok,DMK,Thai Air Asia,FD638,2,35L,4.0,Bags Delivered,HS-ABW,A320,passenger
2026-01-07,18:30,18:43,Hanoi,HAN,Vietnam Airlines,VN187,1,35L,1.0,Arrived,VN-A513,A20N,passenger
2026-01-07,18:35,19:08,Ho Chi Minh City,SGN,Vietnam Airlines,VN140,1,35L,3.0,Arrived,VN-A622,A21N,passenger
2026-01-07,18:35,18:38,Hanoi,HAN,VietJet Air,VJ515,1,35L,3.0,Arrived,VN-A675,A320,passenger
2026-01-07,18:40,18:16,Siem Reap,SAI,Air Cambodia,K6840,2,35L,1.0,Bags Delivered,ER-00011,A320,passenger
2026-01-07,19:00,18:48,Yangon,RGN,Myanmar Airways International,8M454,2,35L,2.0,Bags Delivered,XY-AGV,A319,passenger
2026-01-07,19:35,19:43,Bangkok,BKK,Vietnam Airlines,VN626,2,35L,1.0,Bags Delivered,VN-A616,A21N,passenger
2026-01-07,19:40,19:30,Seoul,ICN,Eastar Jet,ZE597,2,35L,3.0,Bags Delivered,HL8507,B738,passenger
2026-01-07,19:45,19:56,Ho Chi Minh City,SGN,VietJet Air,VJ648,1,35L,3.0,Arrived,VN-A640,A321,passenger
2026-01-07,19:55,21:17,Phu Quoc Island,PQC,VietJet Air,VJ1718,1,35L,1.0,Arrived,VN-A698,A321,passenger
2026-01-07,20:10,20:05,Hanoi,HAN,Vietnam Airlines,VN6071,1,35L,4.0,Arrived,VN-A363,A321,passenger
2026-01-07,20:15,20:11,Haiphong,HPH,VietJet Air,VJ723,1,35L,3.0,Arrived,VN-A685,A321,passenger
2026-01-07,20:25,21:03,Hanoi,HAN,VietJet Air,VJ517,1,35L,1.0,Arrived,VN-A575,A21N,passenger
2026-01-07,20:30,20:28,Ho Chi Minh City,SGN,Vietnam Airlines,VN142,1,35L,4.0,Arrived,VN-A338,A321,passenger
2026-01-07,20:30,20:40,Ho Chi Minh City,SGN,Vietravel Airlines,VU684,1,35L,3.0,Arrived,9H-MLW,A320,passenger
2026-01-07,20:30,20:36,Hanoi,HAN,Vietnam Airlines,VN195,1,35L,2.0,Arrived,VN-A357,A321,passenger
2026-01-07,20:30,20:43,Nha Trang,CXR,Vietnam Airlines,VN1940,1,35L,5.0,Arrived,VN-A390,A321,passenger
2026-01-07,20:35,20:35,Kaohsiung,KHH,VietJet Air,VJ8521,0,Unknown,,,,,general aviation
2026-01-07,20:45,20:25,Seoul,ICN,Air Premia,YP621,2,35L,3.0,Bags Delivered,HL8388,B789,passenger
2026-01-07,20:45,20:10,Taichung,RMQ,VietJet Air,VJ8511,2,35L,2.0,Bags Delivered,VN-A673,A321,passenger
2026-01-07,21:00,20:55,Taipei,TPE,Bamboo Airways,QH9551,2,35L,1.0,Bags Delivered,VN-A597,A321,passenger
2026-01-07,21:25,21:35,Seoul,ICN,Parata Air,WE201,2,35L,3.0,Bags Delivered,HL8709,A332,passenger
