Crawl_Date,Actual_Time,Flight_Time,Origin,IATA,Airline,Flight_No,Terminal,Arrival_Runway,Status,Actual_Tail,Aircraft_Type,Category,Scheduled_Time,Arrival_Planned_Landing_Time,Arrival_Actual_Landing_Time,Arrival_Flight_Duration_Minutes,Arrival_Planned_Landing_DateTime,Arrival_Actual_Landing_DateTime,Scheduled_DateTime,Actual_DateTime,Is_Return_Emergency,Is_Same_Origin_Unmatched,Same_Origin_Action,Military_Count_1h,Military_Count_3h,Is_Military_Active
2026-01-03,08:44,01:13,Dong Hoi,VDH,VietJet Air,VJ261,1,25R,Landed,VN-A647,A321,passenger,N/A,N/A,08:44,73,N/A,2026-01-03 08:44:00,N/A,2026-01-03 08:44:00,False,False,N/A,1,1,True
2026-01-03,08:36,01:31,Kuala Lumpur,KUL,AirAsia,AK520,2,25R,Landed,9M-AGL,A20N,passenger,N/A,N/A,08:36,91,N/A,2026-01-03 08:36:00,N/A,2026-01-03 08:36:00,False,False,N/A,0,0,False
2026-01-03,08:32,01:40,Hanoi,HAN,VietJet Air,VJ181,1,25R,Landed,VN-A820,A333,passenger,N/A,N/A,08:32,100,N/A,2026-01-03 08:32:00,N/A,2026-01-03 08:32:00,False,False,N/A,0,0,False
2026-01-03,08:21,00:42,Con Dao,VCS,Vietnam Airlines,VN1854,3,25R,Landed,VN-B225,AT75,passenger,N/A,N/A,08:21,42,N/A,2026-01-03 08:21:00,N/A,2026-01-03 08:21:00,False,False,N/A,0,0,False
2026-01-03,08:19,01:43,Hanoi,HAN,Sun PhuQuoc Airways,9G805,3,25R,Landed,VN-A279,A321,passenger,N/A,N/A,08:19,103,N/A,2026-01-03 08:19:00,N/A,2026-01-03 08:19:00,False,False,N/A,0,0,False
2026-01-03,08:13,01:42,Hanoi,HAN,Vietnam Airlines,VN237,3,25R,Landed,VN-A862,B789,passenger,N/A,N/A,08:13,102,N/A,2026-01-03 08:13:00,N/A,2026-01-03 08:13:00,False,False,N/A,0,0,False
2026-01-03,08:12,02:13,Manila,MNL,Philippine Airlines,PR591,2,25R,Landed,RP-C9929,A321,passenger,N/A,N/A,08:12,133,N/A,2026-01-03 08:12:00,N/A,2026-01-03 08:12:00,False,False,N/A,0,0,False
2026-01-03,08:08,00:41,Phu Quoc,PQC,Vietnam Airlines,VN1820,3,25R,Landed,VN-A398,A321,passenger,N/A,N/A,08:08,41,N/A,2026-01-03 08:08:00,N/A,2026-01-03 08:08:00,False,False,N/A,0,0,False
2026-01-03,08:06,01:38,Haiphong,HPH,Vietnam Airlines,VN1171,3,25R,Landed,VN-A329,A321,passenger,N/A,N/A,08:06,98,N/A,2026-01-03 08:06:00,N/A,2026-01-03 08:06:00,False,False,N/A,0,0,False
2026-01-03,08:00,00:43,Con Dao,VCS,Vietnam Airlines,VN8054,3,25R,Landed,VN-B221,AT75,passenger,N/A,N/A,08:00,43,N/A,2026-01-03 08:00:00,N/A,2026-01-03 08:00:00,False,False,N/A,0,0,False
2026-01-03,07:58,00:42,Qui Nhon,UIH,Vietnam Airlines,VN1393,3,25R,Landed,VN-A399,A321,passenger,N/A,N/A,07:58,42,N/A,2026-01-03 07:58:00,N/A,2026-01-03 07:58:00,False,False,N/A,0,0,False
2026-01-03,07:53,00:38,Phu Quoc,PQC,VietJet Air,VJ322,1,25R,Landed,VN-A671,A320,passenger,N/A,N/A,07:53,38,N/A,2026-01-03 07:53:00,N/A,2026-01-03 07:53:00,False,False,N/A,0,0,False
2026-01-03,07:44,00:48,Con Dao,VCS,Vietnam Airlines,VN8072,3,25R,Landed,VN-B219,AT75,passenger,N/A,N/A,07:44,48,N/A,2026-01-03 07:44:00,N/A,2026-01-03 07:44:00,False,False,N/A,0,0,False
2026-01-03,07:41,01:35,Singapore,SIN,Scoot,TR304,2,25R,Landed,9V-NCD,A21N,passenger,N/A,N/A,07:41,95,N/A,2026-01-03 07:41:00,N/A,2026-01-03 07:41:00,False,False,N/A,0,0,False
2026-01-03,07:38,00:42,Phnom Penh,KTI,Air Cambodia,K6812,2,25R,Landed,XU-610,AT76,passenger,N/A,N/A,07:38,42,N/A,2026-01-03 07:38:00,N/A,2026-01-03 07:38:00,False,False,N/A,0,0,False
2026-01-03,07:33,01:02,Da Nang,DAD,VietJet Air,VJ621,1,25R,Landed,VN-A632,A321,passenger,N/A,N/A,07:33,62,N/A,2026-01-03 07:33:00,N/A,2026-01-03 07:33:00,False,False,N/A,0,0,False
2026-01-03,07:30,01:33,Johor Bahru,JHB,AirAsia,AK1490,2,25R,Landed,9M-AQI,A320,passenger,N/A,N/A,07:30,93,N/A,2026-01-03 07:30:00,N/A,2026-01-03 07:30:00,False,False,N/A,0,0,False
2026-01-03,07:11,01:39,Hanoi,HAN,VietJet Air,VJ185,1,25R,Landed,VN-A651,A321,passenger,N/A,N/A,07:11,99,N/A,2026-01-03 07:11:00,N/A,2026-01-03 07:11:00,False,False,N/A,0,0,False
2026-01-03,07:02,00:59,Da Nang,DAD,Vietnam Airlines,VN101,3,25R,Landed,VN-A601,A321,passenger,N/A,N/A,07:02,59,N/A,2026-01-03 07:02:00,N/A,2026-01-03 07:02:00,False,False,N/A,0,0,False
2026-01-03,07:00,06:20,Tokyo,HND,VietJet Air,VJ821,2,25R,Landed,VN-A646,A21N,passenger,N/A,N/A,07:00,380,N/A,2026-01-03 07:00:00,N/A,2026-01-03 07:00:00,False,False,N/A,0,0,False
2026-01-03,06:56,06:31,Doha,DOH,Qatar Airways,QR974,2,25R,Landed,A7-BCI,B788,passenger,N/A,N/A,06:56,391,N/A,2026-01-03 06:56:00,N/A,2026-01-03 06:56:00,False,False,N/A,0,0,False
2026-01-03,06:51,01:40,Hanoi,HAN,Vietnam Airlines,VN205,3,25R,Landed,VN-A390,A321,passenger,N/A,N/A,06:51,100,N/A,2026-01-03 06:51:00,N/A,2026-01-03 06:51:00,False,False,N/A,0,0,False
2026-01-03,06:38,04:16,Delhi,DEL,VietJet Air,VJ896,2,25R,Landed,VN-A811,A333,passenger,N/A,N/A,06:38,256,N/A,2026-01-03 06:38:00,N/A,2026-01-03 06:38:00,False,False,N/A,0,0,False
2026-01-03,06:35,04:34,Ahmedabad,AMD,VietJet Air,VJ1806,2,25R,Landed,VN-A552,A21N,passenger,N/A,N/A,06:35,274,N/A,2026-01-03 06:35:00,N/A,2026-01-03 06:35:00,False,False,N/A,0,0,False
2026-01-03,06:30,01:33,Haiphong,HPH,VietJet Air,VJ1279,1,25R,Landed,VN-A685,A321,passenger,N/A,N/A,06:30,93,N/A,2026-01-03 06:30:00,N/A,2026-01-03 06:30:00,False,False,N/A,0,0,False
2026-01-03,06:23,00:56,Da Nang,DAD,VietJet Air,VJ623,1,25R,Landed,VN-A655,A320,passenger,N/A,N/A,06:23,56,N/A,2026-01-03 06:23:00,N/A,2026-01-03 06:23:00,False,False,N/A,0,0,False
2026-01-03,06:18,04:03,Shanghai,PVG,VietJet Air,VJ3901,2,25R,Landed,VN-A649,A321,passenger,N/A,N/A,06:18,243,N/A,2026-01-03 06:18:00,N/A,2026-01-03 06:18:00,False,False,N/A,0,0,False
2026-01-03,06:09,04:21,Cochin,COK,VietJet Air,VJ1812,2,25R,Landed,VN-A672,A320,passenger,N/A,N/A,06:09,261,N/A,2026-01-03 06:09:00,N/A,2026-01-03 06:09:00,False,False,N/A,0,0,False
2026-01-03,06:04,05:55,Tokyo,HND,Japan Airlines,JL79,2,25R,Landed,JA832J,B788,passenger,N/A,N/A,06:04,355,N/A,2026-01-03 06:04:00,N/A,2026-01-03 06:04:00,False,False,N/A,0,0,False
2026-01-03,06:00,08:25,Melbourne,MEL,VietJet Air,VJ82,2,25R,Landed,VN-A812,A333,passenger,N/A,N/A,06:00,505,N/A,2026-01-03 06:00:00,N/A,2026-01-03 06:00:00,False,False,N/A,0,0,False
2026-01-03,05:51,02:08,Manila,MNL,Vietnam Airlines,VN649,2,25R,Landed,VN-A324,A321,passenger,N/A,N/A,05:51,128,N/A,2026-01-03 05:51:00,N/A,2026-01-03 05:51:00,False,False,N/A,0,0,False
2026-01-03,05:44,04:01,Bengaluru,BLR,VietJet Air,VJ1802,2,25R,Landed,VN-A549,A21N,passenger,N/A,N/A,05:44,241,N/A,2026-01-03 05:44:00,N/A,2026-01-03 05:44:00,False,False,N/A,0,0,False
2026-01-03,05:38,04:32,Mumbai,BOM,Vietnam Airlines,VN978,2,25R,Landed,VN-A625,A21N,passenger,N/A,N/A,05:38,272,N/A,2026-01-03 05:38:00,N/A,2026-01-03 05:38:00,False,False,N/A,0,0,False
2026-01-03,05:35,02:10,Manila,MNL,VietJet Air,VJ859,2,25R,Landed,VN-A670,A321,passenger,N/A,N/A,05:35,130,N/A,2026-01-03 05:35:00,N/A,2026-01-03 05:35:00,False,False,N/A,0,0,False
2026-01-03,05:25,08:03,Brisbane,BNE,VietJet Air,VJ84,2,25R,Landed,VN-A810,A333,passenger,N/A,N/A,05:25,483,N/A,2026-01-03 05:25:00,N/A,2026-01-03 05:25:00,False,False,N/A,0,0,False
2026-01-03,05:06,04:37,Beijing,PKX,VietJet Air,VJ3949,2,25R,Landed,VN-A675,A320,passenger,N/A,N/A,05:06,277,N/A,2026-01-03 05:06:00,N/A,2026-01-03 05:06:00,False,False,N/A,0,0,False
2026-01-03,05:00,10:45,Paris,CDG,Vietnam Airlines,VN10,2,25R,Landed,VN-A890,A359,passenger,N/A,N/A,05:00,645,N/A,2026-01-03 05:00:00,N/A,2026-01-03 05:00:00,False,False,N/A,0,0,False
2026-01-03,04:48,02:20,Guangzhou,CAN,VietJet Air,VJ3909,2,25R,Landed,VN-A634,A321,passenger,N/A,N/A,04:48,140,N/A,2026-01-03 04:48:00,N/A,2026-01-03 04:48:00,False,False,N/A,0,0,False
2026-01-03,04:37,01:31,Kuala Lumpur,KUL,N/A,AK8557,0,25R,Landed,9M-TLA,A321,cargo,N/A,N/A,04:37,91,N/A,2026-01-03 04:37:00,N/A,2026-01-03 04:37:00,False,False,N/A,0,0,False
2026-01-03,04:35,16:07,San Francisco,SFO,Vietnam Airlines,VN99,2,25R,Landed,VN-A897,A359,passenger,N/A,N/A,04:35,967,N/A,2026-01-03 04:35:00,N/A,2026-01-03 04:35:00,False,False,N/A,0,0,False
2026-01-03,04:31,04:13,Nanjing,NKG,China Eastern Airlines,MU2839,2,25R,Landed,B-32AC,A20N,passenger,N/A,N/A,04:31,253,N/A,2026-01-03 04:31:00,N/A,2026-01-03 04:31:00,False,False,N/A,0,0,False
2026-01-03,04:16,03:15,Chengdu,TFU,VietJet Air,VJ3931,2,25R,Landed,VN-A663,A320,passenger,N/A,N/A,04:16,195,N/A,2026-01-03 04:16:00,N/A,2026-01-03 04:16:00,False,False,N/A,0,0,False
2026-01-03,03:06,01:46,Hanoi,HAN,VietJet Air,VJ159,1,25R,Landed,VN-A639,A321,passenger,N/A,N/A,03:06,106,N/A,2026-01-04 03:06:00,N/A,2026-01-04 03:06:00,False,False,N/A,0,0,False
2026-01-03,02:33,01:41,Hanoi,HAN,Vietravel Airlines,VU791,3,25R,Landed,VN-A129,A321,passenger,N/A,N/A,02:33,101,N/A,2026-01-04 02:33:00,N/A,2026-01-04 02:33:00,False,False,N/A,0,0,False
2026-01-03,02:31,02:59,Kolkata,CCU,IndiGo,6E1641,2,25R,Landed,VT-ILI,A21N,passenger,N/A,N/A,02:31,179,N/A,2026-01-03 02:31:00,N/A,2026-01-03 02:31:00,False,False,N/A,0,0,False
2026-01-03,02:12,01:02,Hue,HUI,VietJet Air,VJ313,1,25R,Landed,LY-NVE,A320,passenger,N/A,N/A,02:12,62,N/A,2026-01-04 02:12:00,N/A,2026-01-04 02:12:00,False,False,N/A,0,0,False
2026-01-03,02:08,01:35,Haiphong,HPH,VietJet Air,VJ283,1,25R,Landed,LY-MLN,A320,passenger,N/A,N/A,02:08,95,N/A,2026-01-04 02:08:00,N/A,2026-01-04 02:08:00,False,False,N/A,0,0,False
2026-01-03,01:41,02:17,Shenzhen,SZX,Shenzhen Airlines,ZH117,2,25R,Landed,B-5670,B738,passenger,N/A,N/A,01:41,137,N/A,2026-01-03 01:41:00,N/A,2026-01-03 01:41:00,False,False,N/A,0,1,False
2026-01-03,01:36,01:52,Hanoi,HAN,VietJet Air,VJ171,1,25R,Landed,VN-A814,A333,passenger,N/A,N/A,01:36,112,N/A,2026-01-04 01:36:00,N/A,2026-01-04 01:36:00,False,False,N/A,0,0,False
2026-01-03,01:31,01:10,Da Nang,DAD,VietJet Air,VJ647,1,25R,Landed,LY-NVG,A320,passenger,N/A,N/A,01:31,70,N/A,2026-01-04 01:31:00,N/A,2026-01-04 01:31:00,False,False,N/A,0,0,False
2026-01-03,01:28,02:10,Hong Kong,HKG,Cathay Pacific,CX721,2,25R,Landed,B-HPD,A21N,passenger,N/A,N/A,01:28,130,N/A,2026-01-03 01:28:00,N/A,2026-01-03 01:28:00,False,False,N/A,0,1,False
2026-01-03,01:26,01:44,Haiphong,HPH,VietJet Air,VJ285,1,25R,Landed,VN-A575,A21N,passenger,N/A,N/A,01:26,104,N/A,2026-01-04 01:26:00,N/A,2026-01-04 01:26:00,False,False,N/A,0,0,False
2026-01-03,01:22,04:04,Shanghai,PVG,China Southern Airlines,CZ6095,2,25R,Landed,B-32L7,A21N,passenger,N/A,N/A,01:22,244,N/A,2026-01-03 01:22:00,N/A,2026-01-03 01:22:00,False,False,N/A,0,1,False
2026-01-03,01:19,04:12,Shanghai,PVG,China Eastern Airlines,MU281,2,25R,Landed,B-7875,B738,passenger,N/A,N/A,01:19,252,N/A,2026-01-03 01:19:00,N/A,2026-01-03 01:19:00,False,False,N/A,0,1,False
2026-01-03,01:16,03:24,Wuhan,WUH,China Southern Airlines,CZ8317,2,25R,Landed,B-5739,B738,passenger,N/A,N/A,01:16,204,N/A,2026-01-03 01:16:00,N/A,2026-01-03 01:16:00,False,False,N/A,0,1,False
2026-01-03,01:15,01:05,Da Nang,DAD,VietJet Air,VJ643,1,25R,Landed,VN-A553,A21N,passenger,N/A,N/A,01:15,65,N/A,2026-01-04 01:15:00,N/A,2026-01-04 01:15:00,False,False,N/A,0,0,False
2026-01-03,01:11,02:31,Cebu,CEB,Philippine Airlines,PR587,2,25R,Landed,RP-C9912,A321,passenger,N/A,N/A,01:11,151,N/A,2026-01-03 01:11:00,N/A,2026-01-03 01:11:00,False,False,N/A,0,1,False
2026-01-03,01:07,02:13,Shenzhen,SZX,China Southern Airlines,CZ8473,2,25R,Landed,B-6975,A320,passenger,N/A,N/A,01:07,133,N/A,2026-01-03 01:07:00,N/A,2026-01-03 01:07:00,False,False,N/A,0,1,False
2026-01-03,01:03,01:41,Hanoi,HAN,Bamboo Airways,QH283,3,25R,Landed,PK-BBK,B739,passenger,N/A,N/A,01:03,101,N/A,2026-01-04 01:03:00,N/A,2026-01-04 01:03:00,False,False,N/A,0,0,False
2026-01-03,00:58,02:23,Guangzhou,CAN,China Southern Airlines,CZ6089,2,25R,Landed,B-5446,B738,passenger,N/A,N/A,00:58,143,N/A,2026-01-03 00:58:00,N/A,2026-01-03 00:58:00,False,False,N/A,0,1,False
2026-01-03,00:56,03:38,Hangzhou,HGH,China Eastern Airlines,MU869,2,25R,Landed,B-32C7,A20N,passenger,N/A,N/A,00:56,218,N/A,2026-01-03 00:56:00,N/A,2026-01-03 00:56:00,False,False,N/A,0,1,False
2026-01-03,00:52,01:49,Hanoi,HAN,Vietnam Airlines,VN6025,3,25R,Landed,VN-A363,A321,passenger,N/A,N/A,00:52,109,N/A,2026-01-04 00:52:00,N/A,2026-01-04 00:52:00,False,False,N/A,0,0,False
2026-01-03,00:50,05:09,Seoul,ICN,VietJet Air,VJ861,2,25R,Landed,VN-A536,A21N,passenger,N/A,N/A,00:50,309,N/A,2026-01-03 00:50:00,N/A,2026-01-03 00:50:00,False,False,N/A,0,1,False
2026-01-03,00:47,01:46,Hanoi,HAN,VietJet Air,VJ123,1,25R,Landed,VN-A647,A321,passenger,N/A,N/A,00:47,106,N/A,2026-01-04 00:47:00,N/A,2026-01-04 00:47:00,False,False,N/A,0,0,False
2026-01-03,00:45,05:00,Qingdao,TAO,Qingdao Airlines,QW925,2,25R,Landed,B-302N,A20N,passenger,N/A,N/A,00:45,300,N/A,2026-01-03 00:45:00,N/A,2026-01-03 00:45:00,False,False,N/A,0,1,False
2026-01-03,00:41,04:58,Beijing,PEK,Air China,CA903,2,25R,Landed,B-1958,B738,passenger,N/A,N/A,00:41,298,N/A,2026-01-03 00:41:00,N/A,2026-01-03 00:41:00,False,False,N/A,0,1,False
2026-01-03,00:37,01:40,Hanoi,HAN,Sun PhuQuoc Airways,9G895,3,25R,Landed,VN-A284,A21N,passenger,N/A,N/A,00:37,100,N/A,2026-01-04 00:37:00,N/A,2026-01-04 00:37:00,False,False,N/A,0,0,False
2026-01-03,00:34,01:04,Hue,HUI,VietJet Air,VJ311,1,25R,Landed,LY-MLI,A320,passenger,N/A,N/A,00:34,64,N/A,2026-01-04 00:34:00,N/A,2026-01-04 00:34:00,False,False,N/A,0,0,False
2026-01-03,00:24,01:35,Sao Vang,THD,VietJet Air,VJ1247,1,25R,Landed,VN-A693,A21N,passenger,N/A,N/A,00:24,95,N/A,2026-01-04 00:24:00,N/A,2026-01-04 00:24:00,False,False,N/A,0,0,False
2026-01-03,00:17,06:11,Tokyo,NRT,All Nippon Airways,NH833,2,25R,Landed,JA878A,B788,passenger,N/A,N/A,00:17,371,N/A,2026-01-03 00:17:00,N/A,2026-01-03 00:17:00,False,False,N/A,0,1,False
2026-01-03,00:11,00:59,Da Nang,DAD,VietJet Air,VJ637,1,25R,Landed,N/A,N/A,unknown,N/A,N/A,00:11,59,N/A,2026-01-04 00:11:00,N/A,2026-01-04 00:11:00,False,False,N/A,0,0,False
2026-01-03,00:07,02:44,Sao Vang,THD,Vietnam Airlines,VN1279,3,25R,Landed,VN-A619,A21N,passenger,N/A,N/A,00:07,164,N/A,2026-01-04 00:07:00,N/A,2026-01-04 00:07:00,False,False,N/A,0,0,False
2026-01-03,00:00,01:13,Bangkok,BKK,Vietnam Airlines,VN608,2,25R,Landed,VN-A396,A321,passenger,N/A,N/A,00:00,73,N/A,2026-01-03 00:00:00,N/A,2026-01-03 00:00:00,False,False,N/A,0,1,False
2026-01-04,23:58,01:41,Sao Vang,THD,VietJet Air,VJ1247,1,25R,Landed,VN-A630,A321,passenger,N/A,N/A,23:58,101,N/A,2026-01-04 23:58:00,N/A,2026-01-04 23:58:00,False,False,N/A,0,0,False
2026-01-04,23:54,01:46,Hanoi,HAN,Vietnam Airlines,VN219,3,25R,Landed,VN-A866,B789,passenger,N/A,N/A,23:54,106,N/A,2026-01-04 23:54:00,N/A,2026-01-04 23:54:00,False,False,N/A,0,0,False
2026-01-04,23:52,00:39,Phu Quoc,PQC,Vietnam Airlines,VN7824,3,25R,Landed,VN-A338,A321,passenger,N/A,N/A,23:52,39,N/A,2026-01-04 23:52:00,N/A,2026-01-04 23:52:00,False,False,N/A,0,0,False
2026-01-04,23:50,01:06,Hue,HUI,VietJet Air,VJ315,1,25R,Landed,VN-A651,A321,passenger,N/A,N/A,23:50,66,N/A,2026-01-04 23:50:00,N/A,2026-01-04 23:50:00,False,False,N/A,0,0,False
2026-01-04,23:46,06:16,Tokyo,NRT,All Nippon Airways,NH833,2,25R,Landed,JA808A,B788,passenger,N/A,N/A,23:46,376,N/A,2026-01-04 23:46:00,N/A,2026-01-04 23:46:00,False,False,N/A,0,0,False
2026-01-04,23:41,01:46,Hanoi,HAN,Sun PhuQuoc Airways,9G885,3,25R,Landed,VN-A280,A321,passenger,N/A,N/A,23:41,106,N/A,2026-01-04 23:41:00,N/A,2026-01-04 23:41:00,False,False,N/A,0,0,False
2026-01-04,23:38,04:18,Shanghai,PVG,Juneyao Air,HO1327,2,25R,Landed,B-6949,A320,passenger,N/A,N/A,23:38,258,N/A,2026-01-04 23:38:00,N/A,2026-01-04 23:38:00,False,False,N/A,0,0,False
2026-01-04,23:36,01:42,Hanoi,HAN,VietJet Air,VJ155,1,25R,Landed,VN-A635,A321,passenger,N/A,N/A,23:36,102,N/A,2026-01-04 23:36:00,N/A,2026-01-04 23:36:00,False,False,N/A,0,0,False
2026-01-04,23:33,00:58,Da Nang,DAD,Vietnam Airlines,VN7149,3,25R,Landed,VN-A602,A321,passenger,N/A,N/A,23:33,58,N/A,2026-01-04 23:33:00,N/A,2026-01-04 23:33:00,False,False,N/A,0,0,False
2026-01-04,23:31,00:45,Phu Quoc,PQC,Vietnam Airlines,VN1834,3,25R,Landed,VN-A336,A321,passenger,N/A,N/A,23:31,45,N/A,2026-01-04 23:31:00,N/A,2026-01-04 23:31:00,False,False,N/A,0,0,False
2026-01-04,23:28,01:53,Hanoi,HAN,VietJet Air,VJ173,1,25R,Landed,VN-A525,A21N,passenger,N/A,N/A,23:28,113,N/A,2026-01-04 23:28:00,N/A,2026-01-04 23:28:00,False,False,N/A,0,0,False
2026-01-04,23:25,02:13,Manila,MNL,Cebu Pacific,5J751,2,25R,Landed,RP-C4133,A21N,passenger,N/A,N/A,23:25,133,N/A,2026-01-04 23:25:00,N/A,2026-01-04 23:25:00,False,False,N/A,0,0,False
2026-01-04,23:23,01:50,Hanoi,HAN,Vietnam Airlines,VN265,3,25R,Landed,VN-A606,A321,passenger,N/A,N/A,23:23,110,N/A,2026-01-04 23:23:00,N/A,2026-01-04 23:23:00,False,False,N/A,0,0,False
2026-01-04,23:19,01:33,Vinh,VII,VietJet Air,VJ217,1,25R,Landed,VN-A545,A21N,passenger,N/A,N/A,23:19,93,N/A,2026-01-04 23:19:00,N/A,2026-01-04 23:19:00,False,False,N/A,0,0,False
2026-01-04,23:17,05:13,Seoul,ICN,Korean Air,KE479,2,25R,Landed,HL8085,B789,passenger,N/A,N/A,23:17,313,N/A,2026-01-04 23:17:00,N/A,2026-01-04 23:17:00,False,False,N/A,0,0,False
2026-01-04,23:14,01:09,Da Nang,DAD,Vietnam Airlines,VN143,3,25R,Landed,VN-A397,A321,passenger,N/A,N/A,23:14,69,N/A,2026-01-04 23:14:00,N/A,2026-01-04 23:14:00,False,False,N/A,0,0,False
2026-01-04,23:11,01:10,Da Nang,DAD,VietJet Air,VJ637,1,25R,Landed,VN-A671,A320,passenger,N/A,N/A,23:11,70,N/A,2026-01-04 23:11:00,N/A,2026-01-04 23:11:00,False,False,N/A,0,0,False
2026-01-04,23:10,05:20,Seoul,ICN,Asiana Airlines,OZ735,2,25R,Landed,HL8371,A21N,passenger,N/A,N/A,23:10,320,N/A,2026-01-04 23:10:00,N/A,2026-01-04 23:10:00,False,False,N/A,0,0,False
2026-01-04,23:06,01:48,Hanoi,HAN,Vietravel Airlines,VU787,3,25R,Landed,VN-A289,A321,passenger,N/A,N/A,23:06,108,N/A,2026-01-04 23:06:00,N/A,2026-01-04 23:06:00,False,False,N/A,0,0,False
2026-01-04,23:04,01:36,Vinh,VII,VietJet Air,VJ225,1,25R,Landed,VN-A534,A21N,passenger,N/A,N/A,23:04,96,N/A,2026-01-04 23:04:00,N/A,2026-01-04 23:04:00,False,False,N/A,0,0,False
2026-01-04,23:01,02:05,Hong Kong,HKG,United Airlines,UA152,2,25R,Landed,N28987,B789,passenger,N/A,N/A,23:01,125,N/A,2026-01-04 23:01:00,N/A,2026-01-04 23:01:00,False,False,N/A,0,0,False
2026-01-04,22:58,00:43,Nha Trang,CXR,Vietnam Airlines,VN6151,3,25R,Landed,VN-A354,A321,passenger,N/A,N/A,22:58,43,N/A,2026-01-04 22:58:00,N/A,2026-01-04 22:58:00,False,False,N/A,0,0,False
2026-01-04,22:57,03:15,Kolkata,CCU,Bhutan Airlines,B3776,2,25R,Landed,A5-RIM,A319,passenger,N/A,N/A,22:57,195,N/A,2026-01-04 22:57:00,N/A,2026-01-04 22:57:00,False,False,N/A,0,0,False
2026-01-04,22:53,03:13,Chengdu,TFU,Sichuan Airlines,3U3903,2,25R,Landed,B-8376,A321,passenger,N/A,N/A,22:53,193,N/A,2026-01-04 22:53:00,N/A,2026-01-04 22:53:00,False,False,N/A,0,0,False
2026-01-04,22:51,05:16,Seoul,ICN,Korean Air,KE475,2,25R,Landed,HL7783,B77W,passenger,N/A,N/A,22:51,316,N/A,2026-01-04 22:51:00,N/A,2026-01-04 22:51:00,False,False,N/A,0,0,False
2026-01-04,22:49,01:32,Vinh,VII,Vietnam Airlines,VN1269,3,25R,Landed,VN-A339,A321,passenger,N/A,N/A,22:49,92,N/A,2026-01-04 22:49:00,N/A,2026-01-04 22:49:00,False,False,N/A,0,0,False
2026-01-04,22:47,01:04,Da Nang,DAD,VietJet Air,VJ649,1,25R,Landed,VN-A554,A21N,passenger,N/A,N/A,22:47,64,N/A,2026-01-04 22:47:00,N/A,2026-01-04 22:47:00,False,False,N/A,0,0,False
2026-01-04,22:44,01:47,Sao Vang,THD,VietJet Air,VJ257,1,25R,Landed,VN-A675,A320,passenger,N/A,N/A,22:44,107,N/A,2026-01-04 22:44:00,N/A,2026-01-04 22:44:00,False,False,N/A,0,0,False
2026-01-04,22:41,00:43,Nha Trang,CXR,Vietnam Airlines,VN1351,3,25R,Landed,VN-A396,A321,passenger,N/A,N/A,22:41,43,N/A,2026-01-04 22:41:00,N/A,2026-01-04 22:41:00,False,False,N/A,0,0,False
2026-01-04,22:39,00:54,Siem Reap,SAI,Vietnam Airlines,VN814,2,25R,Landed,VN-A613,A321,passenger,N/A,N/A,22:39,54,N/A,2026-01-04 22:39:00,N/A,2026-01-04 22:39:00,False,False,N/A,0,0,False
2026-01-04,22:37,01:08,Hue,HUI,VietJet Air,VJ309,1,25R,Landed,VN-A685,A321,passenger,N/A,N/A,22:37,68,N/A,2026-01-04 22:37:00,N/A,2026-01-04 22:37:00,False,False,N/A,0,0,False
2026-01-04,22:35,00:53,Siem Reap,SAI,FlyOne,K6824,2,25R,Landed,ER-00011,A320,passenger,N/A,N/A,22:35,53,N/A,2026-01-04 22:35:00,N/A,2026-01-04 22:35:00,False,False,N/A,0,0,False
2026-01-04,22:32,06:13,Tokyo,NRT,Japan Airlines,JL759,2,25R,Landed,JA830J,B788,passenger,N/A,N/A,22:32,373,N/A,2026-01-04 22:32:00,N/A,2026-01-04 22:32:00,False,False,N/A,0,0,False
2026-01-04,22:29,01:04,Da Nang,DAD,Vietnam Airlines,VN7141,3,25R,Landed,VN-A399,A321,passenger,N/A,N/A,22:29,64,N/A,2026-01-04 22:29:00,N/A,2026-01-04 22:29:00,False,False,N/A,0,0,False
2026-01-04,22:27,01:20,Bangkok,BKK,VietJet Air,VJ806,2,25R,Landed,VN-A633,A321,passenger,N/A,N/A,22:27,80,N/A,2026-01-04 22:27:00,N/A,2026-01-04 22:27:00,False,False,N/A,0,0,False
2026-01-04,22:26,04:13,Shanghai,PVG,Spring Airlines,9C7557,2,25R,Landed,B-30AD,A20N,passenger,N/A,N/A,22:26,253,N/A,2026-01-04 22:26:00,N/A,2026-01-04 22:26:00,False,False,N/A,0,0,False
2026-01-04,22:22,01:04,Da Nang,DAD,Vietravel Airlines,VU685,3,25R,Landed,9H-MLW,A320,passenger,N/A,N/A,22:22,64,N/A,2026-01-04 22:22:00,N/A,2026-01-04 22:22:00,False,False,N/A,0,0,False
2026-01-04,22:19,00:39,Phu Quoc,PQC,VietJet Air,VJ328,1,25R,Landed,VN-A547,A21N,passenger,N/A,N/A,22:19,39,N/A,2026-01-04 22:19:00,N/A,2026-01-04 22:19:00,False,False,N/A,0,0,False
2026-01-04,22:17,03:17,Taipei,TPE,EVA Air,BR381,2,25R,Landed,B-16335,A333,passenger,N/A,N/A,22:17,197,N/A,2026-01-04 22:17:00,N/A,2026-01-04 22:17:00,False,False,N/A,0,0,False
