Crawl_Date,Actual_Time,Flight_Time,Origin,IATA,Airline,Flight_No,Terminal,Arrival_Runway,Status,Actual_Tail,Aircraft_Type,Category,Scheduled_Time,Arrival_Planned_Landing_Time,Arrival_Actual_Landing_Time,Arrival_Flight_Duration_Minutes,Arrival_Planned_Landing_DateTime,Arrival_Actual_Landing_DateTime,Scheduled_DateTime,Actual_DateTime,Is_Return_Emergency,Is_Same_Origin_Unmatched,Same_Origin_Action,Military_Count_1h,Military_Count_3h,Is_Military_Active
2025-12-19,23:18,00:56,Hue,HUI,Vietnam Airlines,VN1548,1,11L,Landed,VN-A619,A21N,passenger,N/A,N/A,23:18,56,N/A,2025-12-19 23:18:00,N/A,2025-12-19 23:18:00,False,False,N/A,0,0,False
2025-12-19,23:15,00:59,Da Nang,DAD,VietJet Air,VJ518,1,11L,Landed,VN-A528,A21N,passenger,N/A,N/A,23:15,59,N/A,2025-12-19 23:15:00,N/A,2025-12-19 23:15:00,False,False,N/A,0,0,False
2025-12-19,23:13,N/A,Da Lat,DLI,VietJet Air,VJ410,1,11L,Landed,VN-A670,A321,passenger,N/A,N/A,23:13,,N/A,2025-12-19 23:13:00,N/A,2025-12-19 23:13:00,False,False,N/A,0,0,False
2025-12-19,23:09,01:42,Ho Chi Minh City,SGN,Vietravel Airlines,VU794,1,11L,Landed,VN-A136,A320,passenger,N/A,N/A,23:09,102,N/A,2025-12-19 23:09:00,N/A,2025-12-19 23:09:00,False,False,N/A,0,0,False
2025-12-19,22:58,01:38,Guangzhou,CAN,China Southern Airlines,CZ371,2,11L,Landed,B-32KY,A21N,passenger,N/A,N/A,22:58,98,N/A,2025-12-19 22:58:00,N/A,2025-12-19 22:58:00,False,False,N/A,0,0,False
2025-12-19,22:54,01:43,Ho Chi Minh City,SGN,Bamboo Airways,QH286,1,11L,Landed,VN-A585,A321,passenger,N/A,N/A,22:54,103,N/A,2025-12-19 22:54:00,N/A,2025-12-19 22:54:00,False,False,N/A,0,0,False
2025-12-19,22:52,01:35,Ho Chi Minh City,SGN,Vietnam Airlines,VN256,1,11L,Landed,VN-A864,B789,passenger,N/A,N/A,22:52,95,N/A,2025-12-19 22:52:00,N/A,2025-12-19 22:52:00,False,False,N/A,0,0,False
2025-12-19,22:45,02:43,Kuala Lumpur,KUL,Vietnam Airlines,VN680,2,11L,Landed,VN-A353,A321,passenger,N/A,N/A,22:45,163,N/A,2025-12-19 22:45:00,N/A,2025-12-19 22:45:00,False,False,N/A,0,0,False
2025-12-19,22:39,05:37,Tokyo,NRT,All Nippon Airways,NH897,2,11L,Landed,JA876A,B789,passenger,N/A,N/A,22:39,337,N/A,2025-12-19 22:39:00,N/A,2025-12-19 22:39:00,False,False,N/A,0,0,False
2025-12-19,22:33,02:55,Taipei,TPE,VietJet Air,VJ943,2,11L,Landed,VN-A549,A21N,passenger,N/A,N/A,22:33,175,N/A,2025-12-19 22:33:00,N/A,2025-12-19 22:33:00,False,False,N/A,0,0,False
2025-12-19,22:29,04:25,Seoul,ICN,Asiana Airlines,OZ733,2,11L,Landed,HL8382,A359,passenger,N/A,N/A,22:29,265,N/A,2025-12-19 22:29:00,N/A,2025-12-19 22:29:00,False,False,N/A,0,0,False
2025-12-19,22:26,02:36,Zhengzhou,CGO,Air Central,GI4201,0,11L,Landed,B-5112,B738,cargo,N/A,N/A,22:26,156,N/A,2025-12-19 22:26:00,N/A,2025-12-19 22:26:00,False,False,N/A,0,1,False
2025-12-19,22:23,01:43,Hong Kong,HKG,HK express,UO542,2,11L,Landed,B-KKH,A21N,passenger,N/A,N/A,22:23,103,N/A,2025-12-19 22:23:00,N/A,2025-12-19 22:23:00,False,False,N/A,0,1,False
2025-12-19,22:19,01:03,Da Nang,DAD,Vietnam Airlines,VN6070,1,11L,Landed,VN-A363,A321,passenger,N/A,N/A,22:19,63,N/A,2025-12-19 22:19:00,N/A,2025-12-19 22:19:00,False,False,N/A,0,1,False
2025-12-19,22:13,01:40,Hong Kong,HKG,Cathay Pacific,CX3147,0,11L,Landed,B-LID,B744,cargo,N/A,N/A,22:13,100,N/A,2025-12-19 22:13:00,N/A,2025-12-19 22:13:00,False,False,N/A,0,1,False
2025-12-19,22:10,04:29,Seoul,ICN,Korean Air,KE447,2,11L,Landed,HL8393,B789,passenger,N/A,N/A,22:10,269,N/A,2025-12-19 22:10:00,N/A,2025-12-19 22:10:00,False,False,N/A,0,1,False
2025-12-19,22:04,01:40,Ho Chi Minh City,SGN,Vietnam Airlines,VN220,1,11L,Landed,VN-A865,B789,passenger,N/A,N/A,22:04,100,N/A,2025-12-19 22:04:00,N/A,2025-12-19 22:04:00,False,False,N/A,0,1,False
2025-12-19,22:01,05:31,Dubai,DXB,Emirates,EK394,2,11L,Landed,A6-ENB,B77W,passenger,N/A,N/A,22:01,331,N/A,2025-12-19 22:01:00,N/A,2025-12-19 22:01:00,False,False,N/A,0,1,False
2025-12-19,21:57,01:36,Phnom Penh,KTI,Vietnam Airlines,VN922,2,11L,Landed,VN-A397,A321,passenger,N/A,N/A,21:57,96,N/A,2025-12-19 21:57:00,N/A,2025-12-19 21:57:00,False,False,N/A,0,1,False
2025-12-19,21:55,01:45,Ho Chi Minh City,SGN,Bamboo Airways,QH268,1,11L,Landed,PK-BBK,B739,passenger,N/A,N/A,21:55,105,N/A,2025-12-19 21:55:00,N/A,2025-12-19 21:55:00,False,False,N/A,0,1,False
2025-12-19,21:52,01:31,Macau,MFM,Air Macau,NX982,2,11L,Landed,B-MBA,A321,passenger,N/A,N/A,21:52,91,N/A,2025-12-19 21:52:00,N/A,2025-12-19 21:52:00,False,False,N/A,0,1,False
2025-12-19,21:50,01:47,Phu Quoc,PQC,VietJet Air,VJ1440,1,11L,Landed,VN-A580,A21N,passenger,N/A,N/A,21:50,107,N/A,2025-12-19 21:50:00,N/A,2025-12-19 21:50:00,False,False,N/A,0,1,False
2025-12-19,21:46,02:18,Kolkata,CCU,IndiGo,6E8961,0,11L,Landed,VT-IKW,A321,cargo,N/A,N/A,21:46,138,N/A,2025-12-19 21:46:00,N/A,2025-12-19 21:46:00,False,False,N/A,0,1,False
2025-12-19,21:44,01:43,Chengdu,TFU,Sichuan Airlines,3U3905,2,11L,Landed,B-6697,A320,passenger,N/A,N/A,21:44,103,N/A,2025-12-19 21:44:00,N/A,2025-12-19 21:44:00,False,False,N/A,0,1,False
2025-12-19,21:38,01:25,Siem Reap,SAI,VietJet Air,VJ914,2,11L,Landed,VN-A643,A321,passenger,N/A,N/A,21:38,85,N/A,2025-12-19 21:38:00,N/A,2025-12-19 21:38:00,False,False,N/A,0,1,False
2025-12-19,21:34,01:23,Bangkok,BKK,Vietnam Airlines,VN618,2,11L,Landed,VN-A323,A321,passenger,N/A,N/A,21:34,83,N/A,2025-12-19 21:34:00,N/A,2025-12-19 21:34:00,False,False,N/A,0,1,False
2025-12-19,21:33,01:36,N/A,N/A,Vietnam Airlines,VN262,N/A,11L,Landed,VN-A868,B789,passenger,N/A,N/A,21:33,96,N/A,2025-12-19 21:33:00,N/A,2025-12-19 21:33:00,False,False,N/A,0,1,False
2025-12-19,21:29,01:06,Da Nang,DAD,VietJet Air,VJ516,1,11L,Landed,VN-A578,A21N,passenger,N/A,N/A,21:29,66,N/A,2025-12-19 21:29:00,N/A,2025-12-19 21:29:00,False,False,N/A,0,1,False
2025-12-19,21:25,01:28,Bangkok,BKK,FedEx,FX6002,0,11L,Landed,N108FE,B763,cargo,N/A,N/A,21:25,88,N/A,2025-12-19 21:25:00,N/A,2025-12-19 21:25:00,False,False,N/A,0,1,False
2025-12-19,21:22,00:52,Vientiane,VTE,Vietnam Airlines,VN920,2,11L,Landed,VN-A329,A321,passenger,N/A,N/A,21:22,52,N/A,2025-12-19 21:22:00,N/A,2025-12-19 21:22:00,False,False,N/A,0,1,False
2025-12-19,21:20,01:40,Nha Trang,CXR,Vietnam Airlines,VN1562,1,11L,Landed,VN-A392,A321,passenger,N/A,N/A,21:20,100,N/A,2025-12-19 21:20:00,N/A,2025-12-19 21:20:00,False,False,N/A,0,1,False
2025-12-19,21:18,01:40,Shenzhen,SZX,China Southern Airlines,CZ8083,2,11L,Landed,B-1696,A320,passenger,N/A,N/A,21:18,100,N/A,2025-12-19 21:18:00,N/A,2025-12-19 21:18:00,False,False,N/A,0,1,False
2025-12-19,21:14,01:45,Ho Chi Minh City,SGN,VietJet Air,VJ158,1,11L,Landed,VN-A689,A320,passenger,N/A,N/A,21:14,105,N/A,2025-12-19 21:14:00,N/A,2025-12-19 21:14:00,False,False,N/A,0,1,False
2025-12-19,21:11,01:35,Bangkok,BKK,VietJet Air,VJ904,2,11L,Landed,VN-A637,A321,passenger,N/A,N/A,21:11,95,N/A,2025-12-19 21:11:00,N/A,2025-12-19 21:11:00,False,False,N/A,0,1,False
2025-12-19,21:08,01:44,Ho Chi Minh City,SGN,Vietnam Airlines,VN258,1,11L,Landed,VN-A873,B78X,passenger,N/A,N/A,21:08,104,N/A,2025-12-19 21:08:00,N/A,2025-12-19 21:08:00,False,False,N/A,0,1,False
2025-12-19,21:06,01:36,Yangon,RGN,Myanmar Airways International,8M450,2,11L,Landed,XY-AGV,A319,passenger,N/A,N/A,21:06,96,N/A,2025-12-19 21:06:00,N/A,2025-12-19 21:06:00,False,False,N/A,0,1,False
2025-12-19,21:03,04:31,Denpasar,DPS,VietJet Air,VJ998,2,11L,Landed,VN-A525,A21N,passenger,N/A,N/A,21:03,271,N/A,2025-12-19 21:03:00,N/A,2025-12-19 21:03:00,False,False,N/A,0,1,False
2025-12-19,21:00,01:41,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G878,1,11L,Landed,VN-A282,A21N,passenger,N/A,N/A,21:00,101,N/A,2025-12-19 21:00:00,N/A,2025-12-19 21:00:00,False,False,N/A,0,1,False
2025-12-19,20:58,04:28,Seoul,ICN,Vietnam Airlines,VN415,2,11L,Landed,VN-A899,A359,passenger,N/A,N/A,20:58,268,N/A,2025-12-19 20:58:00,N/A,2025-12-19 20:58:00,False,False,N/A,0,1,False
2025-12-19,20:54,00:33,Dien Bien Phu,DIN,Vietnam Airlines,VN7803,1,11L,Landed,VN-A513,A20N,passenger,N/A,N/A,20:54,33,N/A,2025-12-19 20:54:00,N/A,2025-12-19 20:54:00,False,False,N/A,0,1,False
2025-12-19,20:51,06:01,Tokyo,NRT,VietJet Air,VJ935,2,11L,Landed,VN-A548,A21N,passenger,N/A,N/A,20:51,361,N/A,2025-12-19 20:51:00,N/A,2025-12-19 20:51:00,False,False,N/A,0,1,False
2025-12-19,20:45,05:35,Tokyo,HND,Vietnam Airlines,VN385,2,11L,Landed,VN-A890,A359,passenger,N/A,N/A,20:45,335,N/A,2025-12-19 20:45:00,N/A,2025-12-19 20:45:00,False,False,N/A,0,1,False
2025-12-19,20:42,01:42,Ho Chi Minh City,SGN,VietJet Air,VJ154,1,11L,Landed,VN-A693,A21N,passenger,N/A,N/A,20:42,102,N/A,2025-12-19 20:42:00,N/A,2025-12-19 20:42:00,False,False,N/A,0,1,False
2025-12-19,20:39,01:37,Shenzhen,SZX,Shenzhen Airlines,ZH105,2,11L,Landed,B-7750,B738,passenger,N/A,N/A,20:39,97,N/A,2025-12-19 20:39:00,N/A,2025-12-19 20:39:00,False,False,N/A,0,1,False
2025-12-19,20:29,01:00,Da Nang,DAD,Vietnam Airlines,VN188,1,29R,Landed,VN-A514,A20N,passenger,N/A,N/A,20:29,60,N/A,2025-12-19 20:29:00,N/A,2025-12-19 20:29:00,False,False,N/A,0,1,False
2025-12-19,20:12,01:26,Bangkok,DMK,AirAsia,FD644,2,11L,Landed,HS-EAD,A21N,passenger,N/A,N/A,20:12,86,N/A,2025-12-19 20:12:00,N/A,2025-12-19 20:12:00,False,False,N/A,1,1,True
2025-12-19,20:09,01:16,Pleiku,PXU,VietJet Air,VJ424,1,11L,Landed,VN-A539,A21N,passenger,N/A,N/A,20:09,76,N/A,2025-12-19 20:09:00,N/A,2025-12-19 20:09:00,False,False,N/A,1,1,True
2025-12-19,20:06,01:42,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G868,1,11L,Landed,VN-A280,A321,passenger,N/A,N/A,20:06,102,N/A,2025-12-19 20:06:00,N/A,2025-12-19 20:06:00,False,False,N/A,1,1,True
2025-12-19,20:02,01:02,Da Nang,DAD,Vietnam Airlines,VN180,1,11L,Landed,VN-A396,A321,passenger,N/A,N/A,20:02,62,N/A,2025-12-19 20:02:00,N/A,2025-12-19 20:02:00,False,False,N/A,1,1,True
2025-12-19,20:00,02:43,Taichung,RMQ,VietJet Air,VJ949,2,11L,Landed,VN-A640,A321,passenger,N/A,N/A,20:00,163,N/A,2025-12-19 20:00:00,N/A,2025-12-19 20:00:00,False,False,N/A,1,1,True
2025-12-19,19:57,01:06,Da Nang,DAD,Bamboo Airways,QH148,1,11L,Landed,ER-00005,A320,passenger,N/A,N/A,19:57,66,N/A,2025-12-19 19:57:00,N/A,2025-12-19 19:57:00,False,False,N/A,1,1,True
2025-12-19,19:54,03:38,Hyderabad,HYD,Quikjet Cargo Airlines,QO356,0,11L,Landed,VT-BAZ,B738,cargo,N/A,N/A,19:54,218,N/A,2025-12-19 19:54:00,N/A,2025-12-19 19:54:00,False,False,N/A,1,1,True
2025-12-19,19:51,01:45,Ho Chi Minh City,SGN,Vietravel Airlines,VU780,1,29R,Landed,VN-A289,A321,passenger,N/A,N/A,19:51,105,N/A,2025-12-19 19:51:00,N/A,2025-12-19 19:51:00,False,False,N/A,1,1,True
2025-12-19,19:46,00:47,Luang Prabang,LPQ,Vietnam Airlines,VN930,2,11L,Landed,VN-A327,A321,passenger,N/A,N/A,19:46,47,N/A,2025-12-19 19:46:00,N/A,2025-12-19 19:46:00,False,False,N/A,1,1,True
2025-12-19,19:43,01:54,Hong Kong,HKG,Cathay Pacific,CX2047,0,11L,Landed,B-LJM,B748,cargo,N/A,N/A,19:43,114,N/A,2025-12-19 19:43:00,N/A,2025-12-19 19:43:00,False,False,N/A,1,1,True
2025-12-19,19:40,06:26,Bahrain,BAH,DHL Air,QY576,0,29R,Landed,D-AJFK,A333,cargo,N/A,N/A,19:40,386,N/A,2025-12-19 19:40:00,N/A,2025-12-19 19:40:00,False,False,N/A,1,1,True
2025-12-19,19:37,01:41,Bangkok,BKK,Thai Airways,TG564,2,11L,Landed,HS-TXJ,A320,passenger,N/A,N/A,19:37,101,N/A,2025-12-19 19:37:00,N/A,2025-12-19 19:37:00,False,False,N/A,1,1,True
2025-12-19,19:35,01:54,Ho Chi Minh City,SGN,Bamboo Airways,QH262,1,11L,Landed,VN-A227,A321,passenger,N/A,N/A,19:35,114,N/A,2025-12-19 19:35:00,N/A,2025-12-19 19:35:00,False,False,N/A,1,1,True
2025-12-19,19:32,01:54,Chongqing,CKG,West Air,PN6423,2,11L,Landed,B-1817,A320,passenger,N/A,N/A,19:32,114,N/A,2025-12-19 19:32:00,N/A,2025-12-19 19:32:00,False,False,N/A,1,1,True
2025-12-19,19:29,01:29,Siem Reap,SAI,Vietnam Airlines,VN836,2,11L,Landed,VN-A335,A321,passenger,N/A,N/A,19:29,89,N/A,2025-12-19 19:29:00,N/A,2025-12-19 19:29:00,False,False,N/A,1,1,True
2025-12-19,19:26,03:23,Beijing,PEK,Hai Au Aviation,HAI799,0,11L,Landed,VN-A799,GA7C,business jet,N/A,N/A,19:26,203,N/A,2025-12-19 19:26:00,N/A,2025-12-19 19:26:00,False,False,N/A,1,1,True
2025-12-19,19:22,00:37,Vinh,VII,Vietnam Airlines,VN1718,1,11L,Landed,VN-A619,A21N,passenger,N/A,N/A,19:22,37,N/A,2025-12-19 19:22:00,N/A,2025-12-19 19:22:00,False,False,N/A,0,1,False
2025-12-19,19:19,01:44,Nha Trang,CXR,Vietnam Airlines,VN1560,1,11L,Landed,VN-A512,A21N,passenger,N/A,N/A,19:19,104,N/A,2025-12-19 19:19:00,N/A,2025-12-19 19:19:00,False,False,N/A,0,1,False
2025-12-19,19:16,01:48,Ho Chi Minh City,SGN,Vietnam Airlines,VN254,1,29R,Landed,VN-A878,B78X,passenger,N/A,N/A,19:16,108,N/A,2025-12-19 19:16:00,N/A,2025-12-19 19:16:00,False,False,N/A,0,1,False
2025-12-19,19:13,01:40,Phnom Penh,KTI,Air Cambodia,K6850,2,11L,Landed,XU-350,A321,passenger,N/A,N/A,19:13,100,N/A,2025-12-19 19:13:00,N/A,2025-12-19 19:13:00,False,False,N/A,0,1,False
2025-12-19,19:10,01:45,Chengdu,TFU,Chengdu Airlines,EU2863,2,11L,Landed,B-1071,A320,passenger,N/A,N/A,19:10,105,N/A,2025-12-19 19:10:00,N/A,2025-12-19 19:10:00,False,False,N/A,0,1,False
2025-12-19,19:06,01:21,Qui Nhon,UIH,VietJet Air,VJ432,1,11L,Landed,VN-A697,A21N,passenger,N/A,N/A,19:06,81,N/A,2025-12-19 19:06:00,N/A,2025-12-19 19:06:00,False,False,N/A,0,1,False
2025-12-19,19:04,05:09,Osaka,KIX,VietJet Air,VJ931,2,11L,Landed,VN-A536,A21N,passenger,N/A,N/A,19:04,309,N/A,2025-12-19 19:04:00,N/A,2025-12-19 19:04:00,False,False,N/A,0,1,False
2025-12-19,18:59,01:24,Buon Ma Thuot,BMV,VietJet Air,VJ1492,1,11L,Landed,VN-A528,A21N,passenger,N/A,N/A,18:59,84,N/A,2025-12-19 18:59:00,N/A,2025-12-19 18:59:00,False,False,N/A,0,1,False
2025-12-19,18:57,02:25,Xi'an,XIY,China Eastern Airlines,MU867,2,11L,Landed,B-32E1,A20N,passenger,N/A,N/A,18:57,145,N/A,2025-12-19 18:57:00,N/A,2025-12-19 18:57:00,False,False,N/A,0,1,False
2025-12-19,18:53,01:37,Ho Chi Minh City,SGN,Vietnam Airlines,VN252,1,11L,Landed,VN-A872,B78X,passenger,N/A,N/A,18:53,97,N/A,2025-12-19 18:53:00,N/A,2025-12-19 18:53:00,False,False,N/A,0,1,False
2025-12-19,18:51,01:45,Hong Kong,HKG,Hong Kong Airlines,HX528,2,11L,Landed,B-LPN,A320,passenger,N/A,N/A,18:51,105,N/A,2025-12-19 18:51:00,N/A,2025-12-19 18:51:00,False,False,N/A,0,1,False
2025-12-19,18:44,03:29,Beijing,PEK,Vietnam Airlines,VN513,2,11L,Landed,VN-A608,A321,passenger,N/A,N/A,18:44,209,N/A,2025-12-19 18:44:00,N/A,2025-12-19 18:44:00,False,False,N/A,0,1,False
2025-12-19,18:41,01:55,Da Lat,DLI,Vietnam Airlines,VN1576,1,11L,Landed,VN-A602,A321,passenger,N/A,N/A,18:41,115,N/A,2025-12-19 18:41:00,N/A,2025-12-19 18:41:00,False,False,N/A,0,1,False
2025-12-19,18:38,04:36,Seoul,ICN,Atlas Air,5Y8244,0,11L,Landed,N450PA,B744,cargo,N/A,N/A,18:38,276,N/A,2025-12-19 18:38:00,N/A,2025-12-19 18:38:00,False,False,N/A,0,1,False
2025-12-19,18:35,01:48,Nha Trang,CXR,Vietnam Airlines,VN1558,1,11L,Landed,VN-A508,A21N,passenger,N/A,N/A,18:35,108,N/A,2025-12-19 18:35:00,N/A,2025-12-19 18:35:00,False,False,N/A,0,1,False
2025-12-19,18:32,01:58,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1216,1,11L,Landed,VN-A279,A321,passenger,N/A,N/A,18:32,118,N/A,2025-12-19 18:32:00,N/A,2025-12-19 18:32:00,False,False,N/A,0,1,False
2025-12-19,18:29,01:45,Guangzhou,CAN,China Southern Airlines,CZ8177,2,11L,Landed,B-6783,A320,passenger,N/A,N/A,18:29,105,N/A,2025-12-19 18:29:00,N/A,2025-12-19 18:29:00,False,False,N/A,0,1,False
2025-12-19,18:25,N/A,Da Nang,DAD,Vietnam Airlines,VN174,1,11L,Landed,VN-A615,A321,passenger,N/A,N/A,18:25,,N/A,2025-12-19 18:25:00,N/A,2025-12-19 18:25:00,False,False,N/A,0,2,False
2025-12-19,18:22,01:48,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G854,1,11L,Landed,VN-A281,A21N,passenger,N/A,N/A,18:22,108,N/A,2025-12-19 18:22:00,N/A,2025-12-19 18:22:00,False,False,N/A,0,2,False
2025-12-19,18:19,00:40,Dien Bien Phu,DIN,Vietnam Airlines,VN1805,1,11L,Landed,VN-A603,A321,passenger,N/A,N/A,18:19,40,N/A,2025-12-19 18:19:00,N/A,2025-12-19 18:19:00,False,False,N/A,0,2,False
2025-12-19,18:17,01:04,Da Nang,DAD,VietJet Air,VJ512,1,11L,Landed,VN-A661,A321,passenger,N/A,N/A,18:17,64,N/A,2025-12-19 18:17:00,N/A,2025-12-19 18:17:00,False,False,N/A,0,2,False
2025-12-19,18:13,01:45,Ho Chi Minh City,SGN,VietJet Air,VJ194,1,11L,Landed,VN-A649,A321,passenger,N/A,N/A,18:13,105,N/A,2025-12-19 18:13:00,N/A,2025-12-19 18:13:00,False,False,N/A,0,2,False
2025-12-19,18:10,03:52,Jakarta,CGK,VietJet Air,VJ928,2,11L,Landed,VN-A671,A320,passenger,N/A,N/A,18:10,232,N/A,2025-12-19 18:10:00,N/A,2025-12-19 18:10:00,False,False,N/A,0,2,False
2025-12-19,18:07,01:36,Ho Chi Minh City,SGN,Vietnam Airlines,VN216,1,11L,Landed,VN-A863,B789,passenger,N/A,N/A,18:07,96,N/A,2025-12-19 18:07:00,N/A,2025-12-19 18:07:00,False,False,N/A,0,2,False
2025-12-19,18:05,02:28,Kaohsiung,KHH,VietJet Air,VJ947,2,11L,Landed,VN-A544,A321,passenger,N/A,N/A,18:05,148,N/A,2025-12-19 18:05:00,N/A,2025-12-19 18:05:00,False,False,N/A,0,2,False
2025-12-19,18:00,01:25,Bangkok,BKK,Vietnam Airlines,VN614,2,11L,Landed,VN-A625,A21N,passenger,N/A,N/A,18:00,85,N/A,2025-12-19 18:00:00,N/A,2025-12-19 18:00:00,False,False,N/A,0,2,False
2025-12-19,17:57,03:08,Shanghai,PVG,Vietnam Airlines,VN533,2,11L,Landed,VN-A614,A321,passenger,N/A,N/A,17:57,188,N/A,2025-12-19 17:57:00,N/A,2025-12-19 17:57:00,False,False,N/A,0,2,False
2025-12-19,17:51,00:57,Luang Prabang,LPQ,Lao Airlines,QV313,2,11L,Landed,RDPL-34225,AT76,passenger,N/A,N/A,17:51,57,N/A,2025-12-19 17:51:00,N/A,2025-12-19 17:51:00,False,False,N/A,0,2,False
2025-12-19,17:48,01:06,Da Nang,DAD,VietJet Air,VJ514,1,11L,Landed,VN-A538,A21N,passenger,N/A,N/A,17:48,66,N/A,2025-12-19 17:48:00,N/A,2025-12-19 17:48:00,False,False,N/A,0,2,False
2025-12-19,17:44,01:42,Ho Chi Minh City,SGN,Vietnam Airlines,VN232,1,11L,Landed,VN-A886,A359,passenger,N/A,N/A,17:44,102,N/A,2025-12-19 17:44:00,N/A,2025-12-19 17:44:00,False,False,N/A,0,2,False
2025-12-19,17:40,01:48,Phu Quoc,PQC,Vietnam Airlines,VN6400,1,11L,Landed,VN-A363,A321,passenger,N/A,N/A,17:40,108,N/A,2025-12-19 17:40:00,N/A,2025-12-19 17:40:00,False,False,N/A,0,2,False
2025-12-19,17:38,03:29,Shanghai,PVG,China Eastern Airlines,MU6013,2,11L,Landed,B-32KT,A21N,passenger,N/A,N/A,17:38,209,N/A,2025-12-19 17:38:00,N/A,2025-12-19 17:38:00,False,False,N/A,0,2,False
2025-12-19,17:34,00:50,Luang Prabang,LPQ,AirAsia,FD1038,2,11L,Landed,HS-BBU,A320,passenger,N/A,N/A,17:34,50,N/A,2025-12-19 17:34:00,N/A,2025-12-19 17:34:00,False,False,N/A,0,2,False
2025-12-19,17:33,01:29,Qui Nhon,UIH,Bamboo Airways,QH1214,1,11L,Landed,JU-1410,A320,passenger,N/A,N/A,17:33,89,N/A,2025-12-19 17:33:00,N/A,2025-12-19 17:33:00,False,False,N/A,0,2,False
2025-12-19,17:29,01:45,Ho Chi Minh City,SGN,Vietnam Airlines,VN250,1,11L,Landed,VN-A877,B78X,passenger,N/A,N/A,17:29,105,N/A,2025-12-19 17:29:00,N/A,2025-12-19 17:29:00,False,False,N/A,0,2,False
2025-12-19,17:27,01:51,Ho Chi Minh City,SGN,VietJet Air,VJ198,1,11L,Landed,VN-A578,A21N,passenger,N/A,N/A,17:27,111,N/A,2025-12-19 17:27:00,N/A,2025-12-19 17:27:00,False,False,N/A,0,2,False
2025-12-19,17:23,03:01,Singapore,SIN,Singapore Airlines,SQ194,2,11L,Landed,9V-SMN,A359,passenger,N/A,N/A,17:23,181,N/A,2025-12-19 17:23:00,N/A,2025-12-19 17:23:00,False,False,N/A,1,2,True
2025-12-19,17:20,03:01,Taipei,TPE,EVA Air,BR385,2,11L,Landed,B-16218,A321,passenger,N/A,N/A,17:20,181,N/A,2025-12-19 17:20:00,N/A,2025-12-19 17:20:00,False,False,N/A,1,2,True
2025-12-19,17:20,01:47,Guangzhou,CAN,Vietnam Airlines,VN507,2,11L,Landed,VN-A393,A321,passenger,N/A,N/A,17:20,107,N/A,2025-12-19 17:20:00,N/A,2025-12-19 17:20:00,False,False,N/A,1,2,True
2025-12-19,17:15,01:26,Bangkok,BKK,VietJet Air,VJ902,2,11L,Landed,VN-A635,A321,passenger,N/A,N/A,17:15,86,N/A,2025-12-19 17:15:00,N/A,2025-12-19 17:15:00,False,False,N/A,1,2,True
2025-12-19,17:12,01:48,Phu Quoc,PQC,VietJet Air,VJ446,1,11L,Landed,VN-A675,A320,passenger,N/A,N/A,17:12,108,N/A,2025-12-19 17:12:00,N/A,2025-12-19 17:12:00,False,False,N/A,1,2,True
2025-12-19,17:09,02:45,Singapore,SIN,China Cargo Airlines,CK288,0,29R,Landed,B-227M,B77L,cargo,N/A,N/A,17:09,165,N/A,2025-12-19 17:09:00,N/A,2025-12-19 17:09:00,False,False,N/A,1,2,True
2025-12-19,17:04,02:49,Singapore,SIN,VietJet Air,VJ916,2,11L,Landed,VN-A647,A321,passenger,N/A,N/A,17:04,169,N/A,2025-12-19 17:04:00,N/A,2025-12-19 17:04:00,False,False,N/A,1,2,True
2025-12-19,16:59,00:46,Vientiane,VTE,Lao Airlines,QV311,2,29R,Landed,RDPL-34199,A320,passenger,N/A,N/A,16:59,46,N/A,2025-12-19 16:59:00,N/A,2025-12-19 16:59:00,False,False,N/A,1,2,True
2025-12-19,16:55,04:41,Denpasar,DPS,VietJet Air,VJ900,2,11L,Landed,VN-A535,A321,passenger,N/A,N/A,16:55,281,N/A,2025-12-19 16:55:00,N/A,2025-12-19 16:55:00,False,False,N/A,1,2,True
2025-12-19,16:52,02:39,Singapore,SIN,China Airlines,CI6876,0,11L,Landed,B-18722,B744,cargo,N/A,N/A,16:52,159,N/A,2025-12-19 16:52:00,N/A,2025-12-19 16:52:00,False,False,N/A,1,2,True
2025-12-19,16:48,01:42,Ho Chi Minh City,SGN,VietJet Air,VJ144,1,11L,Landed,VN-A812,A333,passenger,N/A,N/A,16:48,102,N/A,2025-12-19 16:48:00,N/A,2025-12-19 16:48:00,False,False,N/A,1,2,True
2025-12-19,16:45,04:22,Busan,PUS,VietJet Air,VJ957,2,11L,Landed,VN-A662,A320,passenger,N/A,N/A,16:45,262,N/A,2025-12-19 16:45:00,N/A,2025-12-19 16:45:00,False,False,N/A,1,2,True
2025-12-19,16:41,02:57,Taipei,TPE,China Airlines,CI793,2,11L,Landed,B-18661,B738,passenger,N/A,N/A,16:41,177,N/A,2025-12-19 16:41:00,N/A,2025-12-19 16:41:00,False,False,N/A,1,2,True
2025-12-19,16:38,03:12,Shanghai,PVG,Air China,CA755,2,11L,Landed,B-6883,A321,passenger,N/A,N/A,16:38,192,N/A,2025-12-19 16:38:00,N/A,2025-12-19 16:38:00,False,False,N/A,1,2,True
